"","X...","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"3430",5,"SIA/UP/MIN/60407/2021","6145","Environmental Clearance for Proposed Building Stone (Gitti/Boulder/Khanda) Sandstone mine at Araji No. /Plot No. - 275, Khand No.–DH/14, Area 1.012 ha. (2.50 Acres) at Village – Dharawal, Tehsil- Meja, District- Prayagraj, Uttar Pradesh of M/s Jai Maa Aadi Group.","M/S JAI MAA AADI GROUP","EC Granted","EC",NA
"3431",10,"SIA/UP/MIN/73761/2021","7002/6329","Building stone khanda Boulder Ballast","SHIVAMGRANITE","EC Granted","EC",NA
"3432",4,"SIA/UP/MIS/114694/2019","5101","Group Housing Project ""Panchsheel Wellington - Phase II""","M/S PANCHSHEEL BUILDTECH PVT. LTD.","EC Granted","EC",NA
"3433",6,"SIA/UP/MIN/45265/2019","5145","Alidadpur brick clay Mining","PROJECT PROPONENT","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"3434",5,"SIA/UP/MIN/41049/2019","5125","Ordinary earth excavation from Khasra/Gata Nos. 1332,   Area – 0.481 ha (1.19 Acres) at Village- Sudesha Bahadur, Tehsil & District – Unnao, Uttar Pradesh","KAMLESH CHAURSIYA","EC Granted - Processed offline","EC",NA
"3435",3,"SIA/UP/MIN/67315/2021","6552-6169","“Building Stone (Khanda, Boulder, Bailast (Gitti))” Project at Gata No.-339 (Khand No.- 12 Old 28 New), Village- Daharra, Tehsil- Sadar, District- Mahoba, U.P. (Applied Area : 0.809 ha.)","HARPAL SINGH CHANDEL","EC Granted","EC",NA
"3436",8,"SIA/UP/MIN/59848/2021","6123","Area :1.21 Ha Building Stone (Sandstone) mining project at Gata No’.180/2 Village-Bhagautidei, Tehsil- Chunar, District- Mirzapur, U.P.","M/S MAA VINDHYAVASINI CONSTRUCTION","EC Granted","EC",NA
"3437",3,"SIA/UP/MIS/273294/2022","7088","MENTIS","GYGY INFRADESIGN PRIVATE LIMITED","EC Granted","EC",NA
"3438",10,"SIA/UP/MIN/176847/2020","5897","Ordinary Earth Project","ROHIT","Delisted","EC",NA
"3439",6,"SIA/UP/IND/41035/2016","4994/3812","M/S Fixem Cement Pvt. Ltd","MESSERS FIXEM CEMENT PVT LTD","EC Granted","EC",NA
"3440",7,"SIA/UP/MIN/126778/2019","5211","Soil Excavation Project","M/S SIDDHARTH ENTERPRISES","EC Granted","EC",NA
"3441",6,"SIA/UP/MIS/64456/2020","6490/5995","Proposed  Multi Modal Logistics Hub in Village Dadri Kathera Pali Palla Chithera Tehsil Dadri, District Gautam Budh Nagar, Uttar Pradesh.","INTEGRATED INDUSTRIAL TOWNSHIP LIMITED","EC Granted","EC",NA
"3442",7,"SIA/UP/MIS/234830/2021","","M/s Niranjan Vidya Foundation Delhi","M/S NIRANJAN VIDYA FOUNDATION DELHI","WithdrawEC","EC",NA
"3443",10,"SIA/UP/MIS/273951/2022","7101","Expansion of the Group Housing Project at Plot No.: 3/SP-03, Sector-03, Siddharth Vihar, Ghaziabad  by M/s T&T Infrazone Pvt. Ltd.","M/S T&T INFRAZONE PRIVATE LIMITED","EC Granted","EC",NA
"3444",7,"SIA/UP/MIS/195999/2021","6146","Upgradation and Expansion of Existing District Hospital from 400 to 520 Beds at Sonbhadra","DEPARTMENT OF MEDICAL EDUCATION UP","EC Granted","EC",NA
"3445",1,"SIA/UP/MIN/128441/2019","","Katka & Garauli (Gata No. 127,241,239,240,238, 237 ) brick earth mining project.","M/S AASHIRVAD INTT UDYOG","Delisted","EC",NA
"3446",3,"SIA/UP/MIN/31156/2019","4660","M/s Anushka Enterprises/115079","M/S ANUSHKA ENTERPRISES/115079","EC Granted","EC",NA
"3447",1,"SIA/UP/MIN/138643/2020","5436","ordinary earth excavation from Khasra/Gata Nos. 230  Area – 1.518  ha (3.751 Acres) at Village- Firojpur Kala, Tehsil- Safipur District – Unnao, Uttar Pradesh.","ANANT BAJPAI","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"3448",2,"SIA/UP/MIN/138201/2020","5550","Brick Earth Mining Project","M/S INDIAN BRICK FIELD","EC Granted","EC",NA
"3449",3,"SIA/UP/MIN/31706/2019","4690","Granite (Khanda, Gitti & Boulder) Mine","MAHESH PRASAD JAISWAL","EC Granted","EC",NA
"3450",4,"SIA/UP/MIN/34463/2019","4760","M/s Euphoria Mines and Minerals","MS EUPHORIA MINES AND MINERALS","EC Granted","EC",NA
"3451",8,"SIA/UP/MIN/77899/2021","7215-6472","Proposed Khailar Khanda- Boulder/ Gitty- Ballast Mining Project","SHRIMATI KAVITA PARECHA","EC Granted","EC",NA
"3452",9,"SIA/UP/MIS/66785/2021","6509","Proposed Hotel Project at Plot No. TC – 25V & 26V, Vibhuti Khand, Gomti Nagar, District – Lucknow (U.P). of M/s Luxus Hospitality Private Limited","LUXUS HOSPITALITY PRIVATE LIMITED","EC Granted","EC",NA
"3453",3,"SIA/UP/MIS/166659/2020","5747","Proposed Institutional Building","M/S ENPRO TELECOM (P) LTD.","EC Granted","EC",NA
"3454",4,"SIA/UP/MIN/166756/2020","5882","Proposed Ordinary Earth Mining Project of Shri Shailendra Kumar  located at Khasra / Gata No. 141 Sa, 77 Ka and 78/1, Village – Jalalpur Marghati, Dikhtauli, Tehsil- Shikohabad, District- Firozabad, Uttar Pradesh.","SHRI SHAILENDRA KUMAR","Delisted","EC",NA
"3455",5,"SIA/UP/IND/59024/2019","6029/5299","DLVK Cement Private Limited","DLVK CEMENT  PVT. LTD.","EC Granted","EC",NA
"3456",6,"SIA/UP/MIN/187412/2020","6056","Building stone, Khanda & Boulder Gitti /Ballast Mining","M/S SHIVAM STEELS","EC Granted","EC",NA
"3457",8,"SIA/UP/MIS/215063/2021","6350/6155","Grand Forte Apartments","M/S SATILILA SAHKARI AWAS SAMITI","EC Granted","EC",NA
"3458",10,"SIA/UP/MIN/248255/2021","6824","Proposed “Ordinary Sand Mining” Project","MS IMRAN TRADERS","EC Granted","EC",NA
"3459",7,"SIA/UP/MIN/144030/2020","","Shivrampur (Gata No. 427, 190 MI, 248, 348K & 1177) brick earth (soil) mining project.","M/S SHARDA ENT UDYOG","Delisted","EC",NA
"3460",8,"SIA/UP/MIN/57091/2020","5895/5416","Sand/Morrum mining project from Betwa River for M/s Gauri Traders","M/S GAURI TRADERS","EC Granted","EC",NA
"3461",9,"SIA/UP/MIN/34475/2019","4759","M/s Euphoria Mines and Minerals at Arazi No. 626 & Sr No.18,Village-Bhuili-III,Tehsil-Chunar,District-Mirzapur (U.P.)","MS EUPHORIA MINES AND MINERALS","EC Granted","EC",NA
"3462",8,"SIA/UP/MIN/253767/2022","6896","BUILDING STONE (SANDSTONE) MINE AT VILLAGE- KHAMHWAJAMATI, TEHSIL- CHUNAR, DISTRICT-MIRZAPUR","LAL YADAV","EC Granted","EC",NA
"3463",4,"SIA/UP/MIN/276930/2022","7142","khanda boulder gitti ballast mine at village ramgarha tehsil madawara lalitpur","PANCHAM TOMAR","EC Granted","EC",NA
"3464",6,"SIA/UP/MIN/216502/2021","6410","M/s Aarchis Enterprises, Ratanpura Ordinary Sand Mine","M/S AARCHIS ENTERPRISES","EC Granted","EC",NA
"3465",6,"SIA/UP/MIN/138850/2020","","M/s Fine Ent Bhatta from Khasra/Gata Nos. 1461, 1451, 1452, 1475, 1442, 1443, 1474, 1480, 1440, 1478, 1476,  Area – 4.0580 ha /(10.0275 Acres) at Village- Paitepur, Tehsil – Mahmudabad, District -Sita","M/S FINE ENT BHATTA","Delisted","EC",NA
"3466",7,"SIA/UP/MIN/139198/2020","5460","Brick Earth Mining Project, M/s Ekta Brick Field, Gata no; 674/7, 1321, 698, 711 at Village: Masavi, Tehsil: Shamli  &  Dist: Shamli","M/S EKTA BRICK FIELD","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"3467",8,"SIA/UP/MIN/50323/2019","5461/4871","Sand/Morrum Mining Project","M/S SAROJ BUILDCON","EC Granted","EC",NA
"3468",10,"SIA/UP/MIN/134062/2019","5351","Brick Earth Mining Project, M/s R.B.F BHATTA, Gata no; 78, 169, 152mi, 167, 168 , at Village: Jijola, Tehsil: Unn , Dist: Shamli","M/S R.B.F BHATTA","EC Granted","EC",NA
"3469",10,"SIA/UP/IND3/70349/2021","7152-6439","Mangalam Chemicals Pvt. Ltd.","MANGLAM CHEMICALS PRIVATE LIMITED","WithdrawEC","EC",NA
"3470",1,"SIA/UP/MIN/208244/2021","6277","Proposed “Building Stone [Khanda, Boulder, Gitti(Ballast)] Mining Project” at Gata No – 120 (Khand No- 01), Area: 0.809 Ha.,Village: Majhari, Tehsil: Tahrauli, District: Jhansi (U.P.)","SHRI PRAVENDRA SINGH","Delisted","EC",NA
"3471",2,"SIA/UP/IND2/62879/2021","6293","Proposed establishment of Grain based distillery of capacity 150 KLD (RS/ENA/AA) along with co-generation power 4.0 MW at Khasra no 22aami, 22mi, 24mi, 19aa, 19mi, 17 & 18, Village: Chhata, Tehsil: Chhata, District: Mathura (Uttar Pradesh) by M/s PTI Distilleries & Beverages Private Limited","PTI DISTILLERIES & BEVERAGES PVT. LTD","EC Granted","EC",NA
"3472",3,"SIA/UP/MIN/251012/2022","6867","Simple soil Excavation from Gata No. 520, 506 Area 0.444 ha at Vill- Palhari, Tehsil - Navabganj, District - Barabanki, UP","DR ASHOK KUMAR SRIVASTVA","EC Granted","EC",NA
"3473",4,"SIA/UP/MIS/70992/2021","6873-6696","Proposed 7.5 MLD Common Effluent Treatment Plant at Village Adilapar, Tehsil Sahjnawa, Gorakhpur by Gorakhpur Industrial Development Authority (GIDA)","GORAKHPUR INDUSTRIAL DEVELOPMENT AUTHORITY (GIDA)","EC Granted","EC",NA
"3474",3,"SIA/UP/MIN/56592/2020","5849","SAND MINING PROJECT","DHEERAJ PANDEY","Delisted","EC",NA
"3475",4,"SIA/UP/MIN/45612/2019","5169","Area (1.212 Ha) Building Stone (Sandstone) mining project at gata No’. 754 Village-Jigna, Tehsil-Chunar, District- Mirzapur, U.P.","JAIPRABHA DEVI","EC Granted","EC",NA
"3476",5,"SIA/UP/MIN/217530/2021","6423","Jarbo Khanda-Boulder/ Gitti-Ballast Mining project","SHRI SANDEEP SINGH YADAV","EC Granted","EC",NA
"3477",3,"SIA/UP/IND3/246446/2021","6787","Proposed Revival with Expansion of M/s Meditech Chemicals Private Limited for production of API/Bulk Drugs / Pharmaceutical Products","MEDITECH CHEMCIALS PVT  LTD","EC Granted","EC",NA
"3478",1,"SIA/UP/MIN/177093/2020","5913","Proposed “Building Stone (Khanda, Boulder, Bailast (Gitti))” Project","SHRI SOMESH BHARADWAJ MAHOBA","EC Granted","EC",NA
"3479",2,"SIA/UP/MIN/71991/2021","","BUILDING STONE, KHANDA, BALLAST, BOULDER (GITTY) MINE","SH. NARAYAN SINGH","WithdrawEC","EC",NA
"3480",8,"SIA/UP/MIN/171310/2020","5811","sand mining from Kosi River","LAKHVINDAR SINGH MAHENDRA SINGH JUGENDRA SINGH","EC Granted","EC",NA
"3481",9,"SIA/UP/MIS/199015/2021","6210","Application for Environment Clearance of Group Housing Project named “Excella Kutumb”","M/S ABC INFRA PROMOTERS PVT. LTD./CONSORTIUM","WithdrawEC","EC",NA
"3482",4,"SIA/UP/MIS/57019/2020","5887/5528","Jaypee Greens Sports City East (Part- I & II)","M/S JAYPEE INFRATECH LIMITED","Agenda Uploaded by SEAC","EC",NA
"3483",3,"SIA/UP/IND3/71537/2021","6907-6468","PROPOSED FORMALDEHYDE MANUFACTURING UNIT WITH 100 TPD CAPACITY AT PLOT NO. C-78, C-79, INDUSTRIAL AREA UPSIDC, SANDILA PHASE-II, DISTRICT- HARDOI, STATE- UTTAR PRADESH BY M/S NEETU SOLVENTS.","M/S NEETU SOLVENTS","EC Granted","EC",NA
"3484",4,"SIA/UP/MIS/255584/2022","6933","5 STAR HOTEL AT PLOT/KHASRA NO. 1/2,BILANDPUR,RAMGARH TAL PARIYOJNA","SHOBHIT DAS","EC Granted","EC",NA
"3485",6,"SIA/UP/MIN/46242/2019","5453","Ordinary Earth Mining in Gata No.352, 357 kha, 362 Ga, 365 Cha, 367,372 of cillage Narottampur Khurd, Tehsil Sadar, District-Varanasi, Uttar Pradesh","BASANTLAL PATEL","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"3486",5,"SIA/UP/MIN/181843/2020","5981","SHRI VIRENDRA KUMAR SINGH","SHRI VIRENDRA KUMAR SINGH","EC Granted","EC",NA
"3487",6,"SIA/UP/MIN/147966/2020","","Para Brahmanan (Gata No. 231,237,546, 223,224,227, 222, 824 KA) brick earth (soil) mining project.","M/S JAIKARA ENTT UDYOG","Delisted","EC",NA
"3488",7,"SIA/UP/MIS/98716/2019","","Mall","DIRECTOR","Delisted","EC",NA
"3489",7,"SIA/UP/MIN/146111/2020","5571","BABA ENT UDYOG","BABA ENT UDYOG","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"3490",4,"SIA/UP/MIN/166740/2020","","Simple soil excavation at Gata No. – 175,235,  Area 3.106 ha at Village – Kuakheda Khalsa, Tehsil –Thakurdrwara, District- Moradabad, Uttar Pradesh.","AMIT KUMAR SOIL MINING","WithdrawEC","EC",NA
"3491",5,"SIA/UP/MIN/187120/2020","6026","Building Stone (Khanda, Boulder, Bailast (Gitti))","MS ADARSH STONE MILL","EC Granted","EC",NA
"3492",6,"SIA/UP/MIN/187127/2020","6025","“Ordinary Sand” Project at Gata No.-21 Ka/20, Village- Setuhee, Tehsil- Laharpur, District- Sitapur, U.P. (Leased Area : 1.0720 ha.)","SATISH CHANDRA GUPTA","EC Granted","EC",NA
"3493",7,"SIA/UP/MIS/190060/2020","6071","Data Centre Project by M/s Netmagic IT Services Pvt. Ltd.","M/S NETMAGIC IT SERVICES PRIVATE LIMITED","EC Granted","EC",NA
"3494",8,"SIA/UP/MIN/59081/2019","6034/5065","Building Stone (Khanda, Gitti & Boulder) Mine","MS NATIONAL GRANITE","EC Granted","EC",NA
"3495",3,"SIA/UP/MIS/185494/2020","6080","GREENBERRY HIGHSTREET MALL","DIRECTOR","EC Granted","EC",NA
"3496",6,"SIA/UP/MIN/69098/2021","6719-6217","BALU(ORDINARY SAND) MINE AT VILLAGE-BAISUKIYA, TEHSIL-SADAR, MIRZAPUR.","M/S H.P. TRADERS","EC Granted","EC",NA
"3497",7,"SIA/UP/MIS/238485/2021","6680","Proposed 5-Star Resort & Hotel project “Shree Goverdhan Resort & SPA” at Khasra No-29, 30, 27, 23, 19, 18, 17, 16, 26, 20, 22, 25 Mauja Myapur, Fatehabad Road, Agra, Uttar Pradesh by M/s Shree Goverdhan Awas Private Limited.","M/S SHREE GOVERDHAN AWAS PRIVATE LIMITED","WithdrawEC","EC",NA
"3498",10,"SIA/UP/MIS/134717/2020","5419","Revision & Expansion of Group Housing Project","M/S T&T INFRAZONE PRIVATE LIMITED","Rejection Letter Granted","EC",NA
"3499",4,"SIA/UP/MIS/106221/2019","","Expansion of Group Project ""Migsun Roof""","MAHALUXMI REALTECH PRIVATE LIMITED","Delisted","EC",NA
"3500",5,"SIA/UP/MIN/190743/2020","6097","Proposed Building Stone (Khanda, Boulder, Ballast (Gitti)       Araji No - 60 (Khand No - 05), Area: 0.870 Ha, Village: Jamala, Tehsil: Kulpahad,               District: Mahoba, State: Uttar Pradesh.","SHRI CHANDRA PRAKASH MAHESHWARI","EC Granted","EC",NA
"3501",6,"SIA/UP/MIN/190749/2020","6098","Building Stone, Khanda, Boulder, Ballast (Gitty) Mine","M/S ROYAL NATURAL STONES PVT. LTD.","EC Granted","EC",NA
"3502",7,"SIA/UP/MIN/190766/2020","6100","Ordinary Soil Excavation” Project at Gata No.– 251, 252, 409 Village- Sihora Baje  , Tehsil- Moradabad, District- Moradabad, Uttar Pradesh. (Area:0.891 Ha.).","MOHD.SALEEM","EC Granted","EC",NA
"3503",8,"SIA/UP/MIN/45387/2019","5217","SOIL MINE VILLAGE JUJHARPUR UNNAO BY SHAILENDRA SINGH","SOIL MINE VILLAGE JUJHARPUR, UNNAO BY SHAILENDRA SINGH","EC Granted","EC",NA
"3504",1,"SIA/UP/MIN/190752/2020","6099","Soil Excavation Project","SHRI ARSHAD ALI","EC Granted","EC",NA
"3505",7,"SIA/UP/MIS/108571/2019","4889","Group Housing Scheme “Aarna Apartment” at Batawali, Mustakham, Kanth Road, Moradabad, UP.","SHAIL PROMOTERS AND CONSULTANTS","Delisted","EC",NA
"3506",8,"SIA/UP/MIS/192588/2021","6118","Revision of Township AIMS Golf Town","M/S AIMS GOLF TOWN DEVELOPERS PVT LTD","EC Granted","EC",NA
"3507",9,"SIA/UP/MIN/42910/2019","5073","Ordinary Soil Excavation Project","ANKIT SINGH","EC Granted","EC",NA
"3508",9,"SIA/UP/MIN/276596/2022","7134","building stone sandstone mine at village devri kalan tehsil marihan mirzapur","TRIBHUWAN NATH","EC Granted","EC",NA
"3509",4,"SIA/UP/MIN/41559/2019","5004","Mushtafabad soil Mine","MS AD CONSTRUCTION","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"3510",5,"SIA/UP/MIN/42658/2019","","Brick Earth Mining Project at Saraini Turkunia, Tehsil- Amaria, District- Pilibhit, Uttar Pradesh","MS GULSHAN BRICK FIELD","Delisted","EC",NA
"3511",5,"SIA/UP/MIS/199258/2021","6235","M/s BG LINK INFRASTRUCTURE LLP","M/S BG LINK INFRASTRUCTURE  LLP","WithdrawEC","EC",NA
"3512",6,"SIA/UP/MIN/199484/2021","6226","Proposed Building Stone (Khanda, Boulder, Ballast (Gitti)  Araji No – 2561 (Khand No - 03), Area: 1.821 Ha, Village: Pahra, Tehsil: Sadar, District: Mahoba, State: Uttar Pradesh.","MR. RAM KISHORE SINGH","EC Granted","EC",NA
"3513",7,"SIA/UP/MIN/265186/2022","7010","Environmental Clearance of mining lease of Building Stone (Gitti/Boulder/Khanda) Sandstone mine, at Khasra no./Plot no./Gata No.-272, Khand No.6, Area 0.809 ha (2.00 Acres) at Village – Hinauti Pandey, Tehsil- Bara, District- Prayagraj, Uttar Pradesh","DEEPAK SINGH","EC Granted","EC",NA
"3514",6,"SIA/UP/MIN/126201/2019","5250","Brick earth mining project at Gata No.-240, 247 Mi, 239 Village- Budhauli,  Tehsil-Sikandara, District–Kanpur Dehat, Uttar Pradesh","MS KATIYAR BRICK FIELD","EC Granted","EC",NA
"3515",7,"SIA/UP/MIN/47263/2019","5251/4822","Area-16.0 Ha on Yamuna River For Sand/Morrum Mining Project at Khand No./ Gata No.11/37 to 11/39 ,Village-Engna Tehsil-Manjhanpur , District- Kaushambi (U.P)","MSPRIMEVISIONINDUSTRIESPVTLTD","EC Granted","EC",NA
"3516",8,"SIA/UP/MIN/126687/2019","5210","Soil Excavation” Project at Gata No. - 134, Village-Naguvamau Khurd, Tehsil- B.K.T., District- Lucknow, Uttar Pradesh","MS RAIL VIKAS NIGAM LTD","EC Granted","EC",NA
"3517",5,"SIA/UP/IND/42597/2018","5040/4526","Expansion of M.S Ingots/Billets/TMT Bars Angle & Channel Wire Roads & MS Pipe from 90MT/day to 1500 MT/day by M/s Amba Shakti Industries Limited","AMBA SHAKTI INDUSTRIES LIMITED","EC Granted","EC",NA
"3518",6,"SIA/UP/MIN/42618/2019","","M/s OM SAI BRICK FIELD","OM SAI BRICK FIELD","Delisted","EC",NA
"3519",2,"SIA/UP/MIN/33972/1990","4793","M/s MADAWAR BRICK FIELD","MADAWAR BRICK FIELD","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"3520",5,"SIA/UP/MIN/57926/2019","5966/5314","river bed sand/Morrum mining having lease   area 7.13 ha (17.61 acre) along river Yamuna in khand no. BA-1, Gata no. 43mi, 44mi at Village – Bara, Tehsil- Bindki, District- Fatehpur, U. P. of  M/s Shreebamdev Global Private Limited.","M/S SHREEBAMDEV GLOBAL PRIVATE LIMITED","EC Granted","EC",NA
"3521",6,"SIA/UP/MIS/195183/2021","6140","District Hospital Lakhimpur","DISTRICT HOSPITAL LAKHIMPUR KHERI","EC Granted","EC",NA
"3522",7,"SIA/UP/MIN/167481/2020","","Soil Excavation Project","SHYAMVEER","Delisted","EC",NA
"3523",9,"SIA/UP/MIN/35349/2019","4884","Brick Earth Mining Project for M/s B R Brick Field","MS B R BRICK FIELD","Delisted","EC",NA
"3524",10,"SIA/UP/MIS/105134/2019","4809","Proposed Group Housing Project “Aarna Sampoornam” at village Agwanpur Mughalpur, Moradabad, U.P","M/S AARNA SAMPOORNAM","EC Granted","EC",NA
"3525",1,"SIA/UP/MIN/266827/2022","7036","Proposed Ordinary Soil Mining Project. Sanctioned Lease Area – 1.639 ha.","PUSHPENDAR SINGH","Delisted","EC",NA
"3526",8,"SIA/UP/MIN/45773/2019","","M/s Janta Brick Field","M/S JANTA BRICK FIELD","Delisted","EC",NA
"3527",8,"SIA/UP/MIN/155073/2020","5705","Ordinary Soil Mining","DIRECTOR","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"3528",10,"SIA/UP/MIN/47581/2019","5328/4940","Environmental Clearance for proposed river bed sand mining having lease area 12.15 ha (30.00 acre) along river Yamuna in khand No. 02 at Village – Daulatpur Kachhar, Tehsil – Bhognipur, District- Kanp","M/S ANTHRACITE INFRA PRIVATE LIMITED","EC Granted","EC",NA
"3529",6,"SIA/UP/MIN/217976/2021","6433","Mitai Soil Excavation Mine","SHRI RAMESH, SHRI SANJAY & SMT.  KIRAN DEVI","Delisted","EC",NA
"3530",8,"SIA/UP/MIN/150366/2020","","MADHAV BRICK INDUSTRIES","MADHAV BRICK INDUSTRIES","Delisted","EC",NA
"3531",9,"SIA/UP/IND2/163799/2020","5734","Manufacturing of Bulk Drugs, Active Pharmaceutical ingredient (API’s)  and Intermediates Products (84 TPA) at Plot No. M - 3, 4 Kosi Kotwan Extension-I UPSIDC Industrial Area Village - Nabipur, Tehsil – Chhata, District – Mathura, Uttar Pradesh by M/","M/S YAS FATEH BIO SCIENCE PRIVATE LIMITED","EC Granted","EC",NA
"3532",4,"SIA/UP/MIN/136095/2020","5370","Proposed “Soil Excavation” Project at Gata No. – 399, Village- Kasimpur Viruha, Tehsil -Mohanlalganj., District- Lucknow, Uttar Pradesh.","SHRI DAYARAM","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"3533",6,"SIA/UP/MIN/34986/2019","4754","Environmental Clearance for proposed Building Stone (Sand stone) mine, at Gata No./Araji No. /Plot no. – 732, area – 1.01 ha. (2.49 Acres) at Village – Bhagauti-Dei, Tehsil- Chunar, District- Mirzapur","M/S KHAKHI BABA CONSTRUCTION  COMPANY","EC Granted","EC",NA
"3534",6,"SIA/UP/MIN/33614/1990","4900","M/s RS BRICKS PRATHAM","RS BRICKS PRATHAM","EC Granted","EC",NA
"3535",7,"SIA/UP/MIN/28575/2018","4440","Sand/ Morrum Mining” Project at Khand No.- 10/30, Village- Beri, Tehsil- Hamirpur, District- Hamirpur, U.P.  	(Applied Area: 12.145 ha.)","MS BANSHIDHAR CONSTRUCTION PVT LTD","EC Granted","EC",NA
"3536",1,"SIA/UP/MIN/36439/2019","4824","“Building Stone (Khanda, Gitti & Boulder) Mine” Project at Gata No.- 218 (Khand No.- 01), Village- Nahari, Tehsil- Naraini, District- Banda, U.P. (Applied Area : 2.0 ha.)","JASMEET KAUR MALHOTRA","EC Granted","EC",NA
"3537",2,"SIA/UP/MIS/106389/2019","","Revision and Modification of Group Housing Project ""Migsun Ultimo""","MAHALUXMI REALTECH PRIVATE LIMITED","Delisted","EC",NA
