"","Unnamed..0","Proposal.Number","Project.Name","Project.Sector","Date.of.Submission","Submitted.by.Proponent","Query.for.Shortcoming.if.any..by.SEIAA","Resubmission.of.Proposal.by.Proponent.1","Accepted.by.SEIAA.and.forwarded.to.SEAC","Query.for.Shortcoming.if.any..by.SEAC","Resubmission.of.Proposal.by.Proponent.2","Accepted.by.SEAC","Forwarded.to.SEIAA.for.EC","EC.Letter.Uploaded.On.EC.Granted","Status"
"2475",396,"SIA/OR/MIN/72624/2018","KANDARSING SAND QUARRY","Non-Coal Mining","03 Feb 2018","03/02/2018","03/02/2018","03/02/2018","03/02/2018","","","13/03/2018","23/03/2018","06/04/2018","EC Granted"
"2476",397,"SIA/OR/MIN/404698/2022","KANIKA SAND BED","Non-Coal Mining","07 Nov 2022","07/11/2022","","","27/11/2022","","","17/12/2022","","04/10/2023","EC Granted"
"2477",398,"SIA/OR/MIN/52607/2016","Bhalyajhola Sand Quarry over an area of 5.058 ha of in village Bhalyajhola, Tahasil- Sanakhemundi in Ganjam district of Odisha","Non-Coal Mining","07 Apr 2016","07/04/2016","","","08/04/2016","","","","","13/06/2016","EC Granted - Processed offline"
"2478",399,"SIA/OR/MIN/42354/2016","Khartang & Arilo Sand Quarry Over lease area of 15.50 acres/6.273 ha located at Village- Khartang and Arilo, Tahasil- Mahanga, District- Cuttack","Non-Coal Mining","26 Jan 2016","26/01/2016","","","30/01/2016","","","","","16/03/2016","EC Granted - Processed offline"
"2479",400,"SIA/OR/MIN/49216/2016","Wallipur Sand Quarry Over lease area of 12.95 acres located at Village- Wallipur, Tahasil- Gania, District- Nayagarh","Non-Coal Mining","08 Mar 2016","08/03/2016","01/03/2016","08/03/2016","10/03/2016","","","","","26/04/2016","EC Granted - Processed offline"
"2480",401,"SIA/OR/MIN/49006/2016","BADADUNDU SAND BED-II","Non-Coal Mining","11 Feb 2016","11/02/2016","","","01/03/2016","","","","","","Delisted"
"2481",402,"SIA/OR/IND2/21873/2018","Bonai O.S. Shop","Industrial Projects - 2","07 Feb 2018","07/02/2018","","","08/02/2018","","","31/03/2018","09/04/2018","04/10/2018","EC Granted"
"2482",403,"SIA/OR/MIN/36492/2015","MAKRAMPUR SAND SOURCE","Non-Coal Mining","29 Dec 2015","29/12/2015","","","10/01/2016","","","","","30/01/2016","EC Granted - Processed offline"
"2483",404,"SIA/OR/MIN/48137/2016","Jaring Sand Bed Over lease area of 23.02 acres located at Village- Jaring, Tahasil- Bijepur, District- Bargarh","Non-Coal Mining","05 Feb 2016","05/02/2016","","","06/02/2016","","","","","","Delisted"
"2484",405,"SIA/OR/MIN/19644/2017","Nuahata Sand Quarry","Non-Coal Mining","30 Jun 2017","30/06/2017","","","01/07/2017","","","01/08/2017","24/09/2018","06/10/2018","EC Granted"
"2485",406,"SIA/OR/IND2/72545/2018","PATRAPALI O.S. SHOP","Industrial Projects - 2","29 Jan 2018","29/01/2018","29/01/2018","","","","","","","","Delisted"
"2486",407,"SIA/OR/MIN/409234/2022","Khandiadhar Sand Quarry over an area of 12.35 acres or 5.00 hectares in village Khandiadhar under Sukruli Tahasil of Mayurbhanj District of Odisha.","Non-Coal Mining","04 Dec 2022","04/12/2022","26/12/2022","","","","","","","","Query raised by SEIAA and pending at PP"
"2487",408,"SIA/OR/MIN/412730/2022","Enhancement in Production of Iron ore  from 0.5 million TPA to 1 million TPA ROM and Setting up Two Mobile Crusher units of 150 TPH each & Two Mobile Screening units of 150 TPH Capacity in RAIKELA IRON ORE MINES  (ML Area: 45.932 hectare) of M/s National Enterprises  in Village - Raikela, Tehsil - Koida, Dist.- Sundargarh, Odisha","Non-Coal Mining","06 Jan 2023","06/01/2023","06/01/2023","","","","","","","","Query raised by SEIAA and pending at PP"
"2488",409,"SIA/OR/MIN/74664/2018","Kathajodi R/S Subhadrapur Sand Quarry","Non-Coal Mining","19 May 2018","19/05/2018","20/04/2018","19/05/2018","21/05/2018","","","25/10/2018","12/11/2018","17/11/2018","EC Granted"
"2489",410,"SIA/OR/IND2/72550/2018","BINKA O.S. SHOP","Industrial Projects - 2","29 Jan 2018","29/01/2018","29/01/2018","","","","","","","","Delisted"
"2490",411,"SIA/OR/NCP/27973/2017","","INFRA-1","29 Jun 2018","29/06/2018","","","02/07/2018","","","","","30/01/2018","EC Granted - Processed offline"
"2491",412,"SIA/OR/MIN/57562/2016","BHATAKHALLI STONE QUARRY 
TAHASIL - POLASARA 
DIST - GANJAM , ODISHA ","Non-Coal Mining","19 Jul 2016","19/07/2016","19/07/2016","","","","","","","","Delisted"
"2492",413,"SIA/OR/MIN/405203/2022","Kernapala Sand Bed Over an area of 12.00 acres or 4.856 hectare  in village Kernapala under  Karlamunda Tahasil  in Kalahandi District, Odisha.","Non-Coal Mining","10 Apr 2023","03/11/2022","03/04/2023","10/04/2023","23/04/2023","","","20/05/2023","","14/07/2023","EC Granted"
"2493",414,"SIA/OR/IND2/28069/2018","Kanika O.S. Shop","Industrial Projects - 2","06 Jul 2018","06/07/2018","","","07/07/2018","","","27/07/2018","31/07/2018","31/08/2018","EC Granted"
"2494",415,"SIA/OR/NCP/61726/2017","Proposed Medical College & Hospital, Sundargarh","INFRA-1","12 Jan 2017","12/01/2017","","","18/01/2017","","","10/07/2017","","16/02/2017","EC Granted - Processed offline"
"2495",416,"SIA/OR/MIN/405355/2022","Basulei sand Quarry is a sand mining project in Brahmani river over an area of 50.01 acre or 20.24ha. located in Village- Basulei, Tahasil - Parajang, Dist.- Dhenkanal in favour of the Tahasildar, Parajang.","Non-Coal Mining","05 Nov 2022","05/11/2022","","","18/11/2022","","","07/12/2022","","04/10/2023","EC Granted"
"2496",417,"SIA/OR/IND2/22139/2018","Production of 1.410 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Dahita Main Out Still Shop at Dahita, Tahasil- Padampur, Dist- Bargarh","Industrial Projects - 2","21 Feb 2018","21/02/2018","","","22/02/2018","","","13/03/2018","03/04/2018","09/05/2018","EC Granted"
"2497",418,"SIA/OR/IND2/20898/2017","2748 LITER PER DAY PRODUCTION CAPACITY OF MAHUA FLOWER BASED COUNTRY LIQUOR AT MUDULIPALLI MAIN O.S.SHOP","Industrial Projects - 2","03 Nov 2017","03/11/2017","","","08/11/2017","","","20/01/2018","28/03/2018","20/04/2018","EC Granted"
"2498",419,"SIA/OR/IND2/21885/2018","Production of 1.35 KLD Mahua Flower Based Country Liquor Manufacturing Unit , Madanpur Rampur Main Out Still Shop at M.Rampur, Tahasil- M.Rampur, Dist-Kalahandi","Industrial Projects - 2","05 Feb 2018","05/02/2018","","","05/02/2018","","","13/03/2018","03/04/2018","09/05/2018","EC Granted"
"2499",420,"SIA/OR/MIN/79326/2018","SIDHUA RS JARIPADA SAND QUARRY","Non-Coal Mining","18 Sep 2018","18/09/2018","19/09/2018","","","","","","","","Delisted"
"2500",421,"SIA/OR/MIN/246856/2021","Jambhira River Sand Bed Stretch No-04 Over an area of 12.35 Acres or 5.00 hectares in village Gholamuhan & Khuntapal under Morada,Chitrada Tahasil of Mayurbhanj District of Odisha.","Non-Coal Mining","13 Jan 2022","23/12/2021","13/01/2022","13/01/2022","27/01/2022","","","22/02/2022","05/03/2022","31/03/2022","EC Granted"
"2501",422,"SIA/OR/MIN/232441/2021","Ghess-2 Stone Quarry over an area of 4.46 Ac /1.804 Ha in village Ghess, under Sohela Tahasil of Bargarh District, Odisha","Non-Coal Mining","27 Oct 2021","05/10/2021","06/10/2021","27/10/2021","05/11/2021","","","01/02/2022","06/02/2022","18/02/2022","EC Granted"
"2502",423,"SIA/OR/MIN/236597/2021","Kharasrota  river sand Aragal","Non-Coal Mining","07 Feb 2022","30/10/2021","23/01/2022","07/02/2022","26/02/2022","","","14/03/2022","24/03/2022","13/04/2022","EC Granted"
"2503",424,"SIA/OR/MIN/236715/2021","Dhamanajholi Stone Quarry over an area of 12.00 Acres or 4.856 hectares of Khata No-309 & Plot No-212/A in village Dhamanajholi  of Kullada Gram Panchayat Under Ghumusar (Bhanjanagar) Tahasil of Ganjam District of Odisha","Non-Coal Mining","10 Dec 2021","31/10/2021","08/11/2021","10/12/2021","17/12/2021","","","01/02/2022","06/02/2022","08/03/2022","EC Granted"
"2504",425,"SIA/OR/MIN/49100/2016","SUNATHAR STONE QUQRRY B","Non-Coal Mining","12 Feb 2016","12/02/2016","","","01/03/2016","","","02/12/2016","28/12/2016","","Delisted"
"2505",426,"SIA/OR/IND2/22540/2018","Laumunda Out Still Shop","Industrial Projects - 2","21 Mar 2018","21/03/2018","","","26/03/2018","","","07/05/2018","07/07/2018","28/07/2018","EC Granted"
"2506",427,"SIA/OR/IND2/26028/2018","Bindhanpathar O.S. Shop","Industrial Projects - 2","08 May 2018","08/05/2018","","","10/05/2018","","","13/06/2018","08/08/2018","31/08/2018","EC Granted"
"2507",428,"SIA/OR/MIN/405180/2022","Kumunibahali-A Sand Bed","Non-Coal Mining","03 Jul 2023","03/11/2022","24/03/2023","03/07/2023","06/07/2023","","12/01/2023","07/08/2023","","18/09/2023","EC Granted"
"2508",429,"SIA/OR/NCP/10376/2015","","INFRA-1","26 Feb 2016","26/02/2016","","","29/02/2016","","","","","24/11/2016","EC Granted - Processed offline"
"2509",430,"SIA/OR/MIN/41192/2016","NARAGAM STONE QUARRY","Non-Coal Mining","16 Jan 2016","16/01/2016","","","27/01/2016","","","","","","Delisted"
"2510",431,"SIA/OR/MIN/65603/2017","MUTURA RIVER SAND QUARRY","Non-Coal Mining","29 Jun 2017","29/06/2017","27/06/2017","29/06/2017","01/07/2017","","","27/10/2017","08/11/2017","28/11/2017","EC Granted"
"2511",432,"SIA/OR/MIN/64271/2017","Dhunkapada stone quarry over an area 17.968 acre under Polasara Tahasil of Ganjam district Odisha","Non-Coal Mining","28 Apr 2017","28/04/2017","","","04/05/2017","","","06/06/2017","","","Delisted"
"2512",433,"SIA/OR/MIN/283681/2022","GOPALPUR SOIL QUARRY FOR BRICK EARTH MINING OVER AN AREA OF 1.27 ACRES OR 0.517 HA. IN RESPECT OF M/S SAKTI BRICKS LOCATED IN VILLAGE GOPALPUR UNDER AJODHYA GP OF NILAGIRI TAHASIL IN BALASORE DIST., ODISHA","Non-Coal Mining","08 Oct 2022","21/07/2022","29/07/2022","","","","","","","","Delisted"
"2513",434,"SIA/OR/MIN/264309/2022","TAHASILDAR BOLAGARH","Non-Coal Mining","28 Mar 2022","","","","","","","","","","WithdrawEC"
"2514",435,"SIA/OR/MIN/264329/2022","TAHASILDAR BOLAGARH","Non-Coal Mining","22 Jun 2022","29/03/2022","25/04/2022","","","","","","","","WithdrawEC"
"2515",436,"SIA/OR/MIN/48697/2016","Badamadhapur Sand Bed Over lease area of 6.00 ha located at Village- Badamadhapur, Tahasil- Chatrapur, District- Ganjam","Non-Coal Mining","10 Feb 2016","10/02/2016","","","29/02/2016","","","","","25/06/2016","EC Granted - Processed offline"
"2516",437,"SIA/OR/IND2/22328/2018","Jujumura O.S. Shop","Industrial Projects - 2","12 Mar 2018","12/03/2018","","","13/03/2018","","","13/04/2018","24/04/2018","01/06/2018","EC Granted"
"2517",438,"SIA/OR/MIN/424796/2023","Khadarapada Sand Quarry over an area of 30.00 acres or 12.140 Ha bearing khata No. 33, Plot No. 410(P) in village Khadarapada,Tahasil Athmallik, District Angul, State Odisha.","Non-Coal Mining","10 Aug 2023","04/04/2023","15/08/2023","10/08/2023","","","","","","","Query raised by SEIAA and pending at PP"
"2518",439,"SIA/OR/MIN/427396/2023","For the grant of EC of Kuleigarh Sand Quarry(Khata No-236, Plot No-2653(p)) over an area of 6.00 acres or 2.428 hacters in village Kuleigarh under Kuchinda Tahasil of Sambalpur district, Odisha.","Non-Coal Mining","22 Jul 2023","29/04/2023","08/08/2023","22/07/2023","","","","","","","Query raised by SEIAA and pending at PP"
"2519",440,"SIA/OR/MIN/29874/2018","KOIRA IRON MINES of ESSEL MINING AND INDUSTRIES LTD","Non-Coal Mining","16 Nov 2018","16/11/2018","","","29/11/2018","","","01/12/2018","11/12/2018","18/04/2019","EC Granted"
"2520",441,"SIA/OR/IND2/72541/2018","JALOI O.S. SHOP","Industrial Projects - 2","29 Jan 2018","29/01/2018","29/01/2018","","","","","","","","Delisted"
"2521",442,"SIA/OR/IND2/22630/2018","Kodameri O.S. Shop","Industrial Projects - 2","26 Mar 2018","26/03/2018","","","26/03/2018","","","07/05/2018","07/07/2018","28/07/2018","EC Granted"
"2522",443,"SIA/OR/IND2/28190/2018","Digambarpur O.S. liquor Shop","Industrial Projects - 2","11 Jul 2018","11/07/2018","","","12/07/2018","","","20/09/2018","12/11/2018","17/11/2018","EC Granted"
"2523",444,"SIA/OR/IND2/22309/2018","Kenghati O.S. Shop","Industrial Projects - 2","10 Mar 2018","10/03/2018","","","13/03/2018","","","13/04/2018","24/04/2018","01/06/2018","EC Granted"
"2524",445,"SIA/OR/MIN/38733/2016","CHHAPARIKOILIMA STONE QUARRY","Non-Coal Mining","08 Jan 2016","08/01/2016","","","12/01/2016","","","","","","Delisted"
"2525",446,"SIA/OR/IND2/22242/2018","SARGIPALI O.S. SHOP","Industrial Projects - 2","07 Mar 2018","07/03/2018","","","08/03/2018","","","13/04/2018","24/04/2018","24/05/2018","EC Granted"
"2526",447,"SIA/OR/MIN/36368/2015","BALANGA SAND BED INKADAPAL TAHASIL SHAMAKHUNTA","Non-Coal Mining","31 Dec 2015","31/12/2015","","","10/01/2016","","","","","30/01/2016","EC Granted - Processed offline"
"2527",448,"SIA/OR/MIN/406129/2022","Proposal for Fresh EC of Chitrotpala River Sand Sairat,Panadia over an area of 9.20 Acres or 3.723 Ha having Khata No. 376, Plot No. 1208,646 in village Panadia under Garadpur Tahasil of Kendrapara District, Odisha.","Non-Coal Mining","20 Mar 2023","11/11/2022","05/12/2022","20/03/2023","13/04/2023","","","20/05/2023","","","Delisted"
"2528",449,"SIA/OR/MIN/41769/2016","Rahadpur Black Stone Quarry No-01 Over lease area of 7.50 acres located at Village- Rahadpur, Tahasil- Dharmasala, District- Jajpur","Non-Coal Mining","20 Jan 2016","20/01/2016","","","29/01/2016","","","","","","Delisted"
"2529",450,"SIA/OR/NCP/78500/2018","Request for Proposal for Construction of Interstate Bus Terminal (ISBT) at Baramunda and Bus Depot at Khandagiri, Bhubaneswar, Odisha on EPC mode","INFRA-1","11 Sep 2018","11/09/2018","11/09/2018","","","","","","","","Delisted"
"2530",451,"SIA/OR/MIN/405220/2022","Kumunibahali-B Sand Bed","Non-Coal Mining","22 Feb 2023","03/11/2022","02/02/2023","22/02/2023","08/04/2023","","","20/05/2023","","","Deferred by SEAC"
"2531",452,"SIA/OR/MIN/35657/2015","SUKHUAPATA STONE QUARRY NO. 08","Non-Coal Mining","25 Dec 2015","25/12/2015","","","08/01/2016","","","","","","Delisted"
"2532",453,"SIA/OR/MIN/417311/2023","Dargula Sand Bed cluster I & II, over an area of 6.69 Hectares in village Dargula, Tahasil Dabugaon, District Nabarangpur, State Odisha submitted under cluster approach with consisting of 2 sand quarries.","Non-Coal Mining","07 Feb 2023","07/02/2023","","","09/02/2023","","","22/02/2023","","","Delisted"
"2533",454,"SIA/OR/IND2/23162/2018","Laimura O.S. Shop","Industrial Projects - 2","31 Mar 2018","31/03/2018","","","07/04/2018","","","08/05/2018","23/05/2018","07/06/2018","EC Granted"
"2534",455,"SIA/OR/MIN/413339/2023","Dargula Sand Quarry-II, Dargula over an area of 10.29 acres or 4.16 Hectares in village Dargula, Tahasil Dabugaon, District Nabarangpur, State Odisha submitted under cluster approach with total cluster area 6.69 Hectares with consisting of 2 sand quarries ","Non-Coal Mining","06 Jan 2023","06/01/2023","20/01/2023","","","","","","","","Query raised by SEIAA and pending at PP"
"2535",456,"SIA/OR/MIN/41075/2016","KHANJAMAHAL STONE QUARRY NO-37","Non-Coal Mining","15 Jan 2016","15/01/2016","","","27/01/2016","","","","","","Delisted"
"2536",457,"SIA/OR/MIN/76098/2018","Paramanpur Sand Bed","Non-Coal Mining","05 Aug 2018","05/08/2018","","","24/09/2018","","","10/10/2018","","","Delisted"
"2537",458,"SIA/OR/MIN/245741/2021","Mania (Upper Mania) Stone Quarry over an area of 2.50 Acers or 1.011 Ha having Khata No.65, Plot No. 760 in the village Mania, Tahasil Semiliguda in district Koraput, State Odisha.","Non-Coal Mining","22 Jun 2022","17/12/2021","22/12/2021","22/06/2022","04/07/2022","","","22/07/2022","","17/08/2022","EC Granted"
"2538",459,"SIA/OR/MIN/405099/2022","Akhusingh Stone Quarry","Non-Coal Mining","19 Feb 2023","03/11/2022","08/04/2023","19/02/2023","","","","","","","Query raised by SEIAA and pending at PP"
"2539",460,"SIA/OR/MIN/50817/2016","Nimapalli Stone Quarry-C Over lease area of 14.00 acres located at Village- Nimapalli, Tahasil- Purushottampur, District- Ganjam","Non-Coal Mining","08 Apr 2016","08/04/2016","03/03/2016","08/04/2016","08/04/2016","","","17/11/2016","23/11/2016","04/05/2017","EC Granted"
"2540",461,"SIA/OR/IND2/23300/2018","Golabandh O.S. Shop of Sri Anjan Kumar Sahu","Industrial Projects - 2","02 Apr 2018","02/04/2018","","","07/04/2018","","","08/05/2018","23/05/2018","07/06/2018","EC Granted"
"2541",462,"SIA/OR/MIN/50195/2016","RANGIBHOLA STONE QUARRY-A","Non-Coal Mining","22 Feb 2016","22/02/2016","02/03/2016","","","","","","","","Delisted"
"2542",463,"SIA/OR/IND2/29041/2018","Production of 0.54 KLD Mahua Flower Based Country Liquor Manufacturing Unit,  Badadalima Main Out Still Shop at Badadalima Village, Tehsil-Tiring , Dist –Mayurbhanj, Odisha","Industrial Projects - 2","22 Sep 2018","22/09/2018","","","11/10/2018","","","25/10/2018","01/11/2018","16/11/2018","EC Granted"
"2543",464,"SIA/OR/MIN/39134/2016","PAITARY(A) STONE QUARRY Mine Project having an area of 10.11 Ha with proposed production capacity of 14040 Cum M   AT Village  Paitary, Tehsil Chhatrapur, District Ganjam, State Odisha. Applicant: Sh. Manamohan Maharana","Non-Coal Mining","09 Jan 2016","09/01/2016","","","13/01/2016","","","","","21/06/2016","EC Granted - Processed offline"
"2544",465,"SIA/OR/IND2/28063/2018","Udepur O.S. Shop","Industrial Projects - 2","06 Jul 2018","06/07/2018","","","07/07/2018","","","27/07/2018","31/07/2018","31/08/2018","EC Granted"
"2545",466,"SIA/OR/MIN/404291/2022","Kernapala Sand Quarry","Non-Coal Mining","26 Oct 2022","26/10/2022","14/11/2022","","","","","","","","Query raised by SEIAA and pending at PP"
"2546",467,"SIA/OR/NCP/27984/2018","SHANTI NAGAR AWAS YOJNA (An In Situ Slum Development Project)","INFRA-1","04 Jul 2018","04/07/2018","","","04/07/2018","","","27/07/2018","10/09/2018","29/09/2018","EC Granted"
"2547",468,"SIA/OR/MIN/403104/2022","Kuasiguda Stone Quarry-I","Non-Coal Mining","03 Nov 2022","14/10/2022","31/10/2022","03/11/2022","15/11/2022","","","30/11/2022","","07/02/2023","EC Granted"
"2548",469,"SIA/OR/MIN/48896/2016","Bhereda River Sand Bed Over lease area of 12.575 acres or 5.088 ha located at Village- Bhereda, Tahasil- Ghumsur(Bhanjanagar), District- Ganjam","Non-Coal Mining","11 Feb 2016","11/02/2016","","","29/02/2016","","","","","26/04/2016","EC Granted - Processed offline"
"2549",470,"SIA/OR/MIN/403038/2022","Sanapadiya Sand Quarry is a sand mining project over an area of 12.355 Acre/ 5.00 Hectares in village Sanapadiya, Tahasil- Kolnara, Dist.- Rayagada of Odisha State","Non-Coal Mining","25 Jan 2023","14/10/2022","13/11/2022","25/01/2023","16/05/2023","","25/01/2023","31/05/2023","","25/07/2023","EC Granted"
"2550",471,"SIA/OR/NCP/18479/2016","","INFRA-1","09 Feb 2017","09/02/2017","","","10/02/2017","","","03/03/2017","05/04/2017","11/05/2017","EC Granted - Processed offline"
"2551",472,"SIA/OR/IND2/28833/2018","Production of 0.540 KLD Mahua Flower Based country Liquor Manufacturing unit, Main Out Still Shop Gandabahali at Gandabali, tehsil: Khariyar, District: Nuapada.","Industrial Projects - 2","05 Sep 2018","05/09/2018","","","05/10/2018","","","25/10/2018","12/11/2018","17/11/2018","EC Granted"
"2552",473,"SIA/OR/MIN/50151/2016","DHANIA WEST(KA) STONE QUARRY","Non-Coal Mining","22 Feb 2016","22/02/2016","02/03/2016","","","","","","","","Delisted"
"2553",474,"SIA/OR/MIN/37828/2016","Balarampahad Stone Quarry Over lease area of 0.25 acres/0.101 ha located at Village- Balarampahad, Tahasil- Nayagarh, District- Nayagarh. ","Non-Coal Mining","01 Jan 2016","01/01/2016","","","10/01/2016","","","","","30/01/2016","EC Granted - Processed offline"
"2554",475,"SIA/OR/MIN/63641/2017","Nihalprasad Road Metal Quarry-1","Non-Coal Mining","31 Mar 2017","31/03/2017","","","03/04/2017","","","","","","Delisted"
"2555",476,"SIA/OR/MIN/60251/2016","Bhagabanpur Decorative Stone Mines (2.141 Ha)","Non-Coal Mining","09 Nov 2016","09/11/2016","","","10/11/2016","","","16/01/2017","","25/05/2017","EC Granted - Processed offline"
"2556",477,"SIA/OR/MIN/81325/2018","Tabadabahal stone quarry","Non-Coal Mining","04 Oct 2018","04/10/2018","05/10/2018","","","","","","","","Delisted"
"2557",478,"SIA/OR/MIN/417243/2023","Proposal for fresh Environmental Clearance of Tamian Sand Quarry over an area of 12.00 Acres or 4.856 Hectares in village Tamian under Patnagarh tahasil of Balangir district.","Non-Coal Mining","06 Feb 2023","06/02/2023","","","09/02/2023","","","16/03/2023","","","Site Visit by SEAC(Pending)"
