"","X...","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"13090",3,"SIA/RJ/MIN/57455/2016","","Quartz & Feldspar Mine
M.L. No.- 170/2013","SHRI SURESH KUMAR SAINI","Under examination of SEIAA - Processed offline","EC",NA
"13091",4,"SIA/RJ/MIN/57456/2016","","Hathipura Masonary Stone Mine","OVERSEAS MIN TECH CONSULTANT","Under examination of SEIAA - Processed offline","EC",NA
"13092",4,"SIA/RJ/MIN/187189/2020","14874","M/s Hare krishna Stone Crusher Masonry Stone Mining Project, M.L. No.- 112/08, Area- 1.0 Ha., N/v- Chinawara, Tehsil- Pahari, District- Bharatpur, Raj.","M/S HARE KRISHNA STONE CRUSHER PVT. LTD.","Delisted","EC",NA
"13093",5,"SIA/RJ/MIN/177287/2020","14440","Borda Masonary Stone Mining Project Reference No.-2019100004936, Khasra No.-653","SHRI DUSHYANT SINGH CHANDRAWAT","EC Granted - Processed offline","EC",NA
"13094",2,"SIA/RJ/MIN/66895/2017","","SHRI TULSIDAS GYANCHAND KELA 
VILLAGE – LAKHA, TEHSIL – FATEHGARH, DISTRICT – JAISALMER (RAJASTHAN)
Area: - 3.0 Hectare; ML No.:- 02/ 2015
Production Capacity: - 60480TPA OF ROM (MINERAL: 42336TPA)","SHRI TULSIDAS GYANCHAND KELA","Under examination of SEIAA - Processed offline","EC",NA
"13095",9,"SIA/RJ/MIN/56319/2016","","QL NO 148 KHUMAN SAND STONE MINING PROJECT","SHRI SARDAR KHAN","Under examination of SEIAA - Processed offline","EC",NA
"13096",1,"SIA/RJ/MIN/229552/2021","16623","Bhagwanpura Granite Mines","BHAGWANPURA GRANITE MINES","EC Granted","EC",NA
"13097",2,"SIA/RJ/MIS/241862/2021","657","Expansion and Modification of “Times Residency” A Group Housing Project (Erstwhile Harray’s Apartment) by S.V. Chambers at Plot No. S- 22, Scheme- Central Spine Jagatpura, Tehsil- Sanganer, District- Jaipur","S V CHAMBERS","Rejection Letter Granted","EC",NA
"13098",3,"SIA/RJ/MIN/181069/2020","14521","“Masonary Stone (Minor Mineral) Mining Project” (Plot No.50, Area – 1.00 Ha, Production Capacity –176430  TPA (ROM) {Saleable Mineral- 167608.5    TPA ,  Waste -8821.5 TPA}  at Near village - Pratappura, Tehsil-Pisangan , District – Ajmer (Raj.) by S","SH SUDHIR KUMAR","EC Granted - Processed offline","EC",NA
"13099",1,"SIA/RJ/MIN/134636/2020","13474","CHAK NO.7 GANGAPURA BALL CLAY, FIRE CLAY, CHINA CLAY, RED OCHRE, YELLOW OCHRE, SILICA SAND MINE M.L No 29/2019.","SHR OM PRAKASH","Delisted","EC",NA
"13100",1,"SIA/RJ/MIN/199055/2021","15077","Antoli Granite Mining Project, Ref. No.-20201000026904","SHRI KAN SINGH RATHORE S/O SHRI BHAGWANSINGH","EC Granted - Processed offline","EC",NA
"13101",8,"SIA/RJ/IND2/202429/2021","582","Onshore Oil and Gas Exploration, Appraisal and Early Production in CB-ONHP-2017/10 block (666 sq.km) in Jalore District of Rajasthan.","M/s Vedanta Limited(Division Cairn Oil & Gas)","EC Granted - Processed offline","EC",NA
"13102",9,"SIA/RJ/MIN/140576/2020","13869","Granite and Masonary Stone Mining Project (Ref. No. 20191000012295)","RAJESHKUMARJAIN","EC Granted - Processed offline","EC",NA
"13103",4,"SIA/RJ/MIN/52542/2016","","Masonary Stone Mine ( M L NO. 12/98 )","MANGI LAL PANWAR","Under examination of SEIAA - Processed offline","EC",NA
"13104",4,"SIA/RJ/MIN/59919/2016","","Masonary stone Mining Project, M. L.03/98, Area –1.00 ha Located N/v-Chauth Ka Barwara, Tehsil- Chauth Ka Barwara, District-Sawai Madhopur, Rajasthan of Shri Prahlad Bairwa s/o Sarvan Lal Bairwa","PRAHLAD BAIRWA S/O SARVAN LAL BAIRWA","Under examination of SEIAA - Processed offline","EC",NA
"13105",4,"SIA/RJ/MIN/290678/2022","","Shri Badri Lal Dhakar Sand Stone Mining Project (QL. No. - 42/2021, Reference No. 20211000048758)","BADRI DHAKER","Pending at PP due to eds","EC",NA
"13106",5,"SIA/RJ/MIN/290687/2022","18136","Marble Mining Project (M. L. No. 07/1996 ) with Enhancement of Production Capacity 30000 TPA to 2, 88,143 TPA, M.L. Area: 2.25 Ha at Khasra No. 1940/2870, Near Village- Sawar Tehsil- Sawar, District- Ajmer, State-Rajasthan","SMATI BABITA GUPTA","WithdrawEC","EC",NA
"13107",6,"SIA/RJ/MIN/249130/2021","16024","Anooppura Granite Mine ( M.L. No. 115/2021)","RAM SINGH","EC Granted","EC",NA
"13108",7,"SIA/RJ/MIN/250191/2022","16433","Quartz & Feldspar M.L. No 70/2021, Ref No. 20211000041899, near village- Bharni Kalan, Tehsil- Jahazpur, District- Bhilwara, Rajasthan of M/s Suharsh Granite Pvt Ltd","M/S SUHARSH GRANITE PVT LTD","EC Granted","EC",NA
"13109",6,"SIA/RJ/MIN/62792/2021","15401","SANDSTONE MINING PROJECT AT VILLAGE- BADLI, TEHSIL & DISTRICT- JODHPUR, RAJASTHAN","NARBADA KACHHAWAHA","Delisted","EC",NA
"13110",8,"SIA/RJ/MIN/265641/2022","16720","M/s Maa Usha Laxmi Mines Pvt. Ltd.  Quartz, Feldspar & Granite Mining Project, (ML NO. 66/2021)","MAA USHA LAXMI MINES PRIVATE LIMITED","EC Granted","EC",NA
"13111",9,"SIA/RJ/MIN/57492/2016","","Masonry Stone Mining Project of Shri Rajesh Kumar Meena (M.L.No. 46/2010, Area - 1.00Ha.) n/v- Prithvipura, Tehsil- Bassi, District-Jaipur, Rajasthan.","SHRI RAJESH KUMAR MEENA","Under examination of SEIAA - Processed offline","EC",NA
"13112",8,"SIA/RJ/MIN/35143/2015","","Atewa Sand Stone Mine, M.l. No. - 69/02, Production Capacity - 10,000 MTPA, Area - 1.114 ha.","NAVAL SINGH GURJAR","Under examination of SEIAA - Processed offline","EC",NA
"13113",3,"SIA/RJ/MIN/238324/2021","15958","Raghunathgarh Granite Applied ML area (M.L. NO.-71/2021, REF. NO.- 20211000041420)","MR. GIRIRAJ KHATIK S/O MR. GANESH KHATIK","EC Granted","EC",NA
"13114",4,"SIA/RJ/MIN/71320/2019","16115","China Clay (Minor Mineral) Mining Project” falls in Cluster No. 6 Nagaur (M.L. No.-26/2012, Area–4.1286 Ha.), with Production Capacity – 90045 TPA, Near Village-Junjala, Tehsil –Jayal, District – Nagaur (Rajasthan) by M/s Surya Mines & Minerals","RAJESH BHAKAR","EC Granted","EC",NA
"13115",5,"SIA/RJ/MIN/255216/2022","16139","China Clay & Quartzite  Mining Project (ML Area 4.1235 ha Plot  No-02/2021) with production capacity of 3,85,705 TPA located Near Village – Dadiya, Tehsil- Gangrar, Distt- Chittorgarh (Rajasthan)  by Shri Veer Singh S/o Shri Harvansh Singh Gurjar.","SHRI VEER SINGH S/O SHRI HARVANSH SINGH GURJAR","WithdrawEC","EC",NA
"13116",6,"SIA/RJ/MIN/254802/2022","17307","China Clay & Quartzite  Mining Project (ML Area 4.0331 ha Plot  No-03/2021) with production capacity of 3,79,557 TPA located Near Village – Dadiya, Tehsil- Gangrar, Distt- Chittorgarh (Rajasthan)  by Shri Dharmendra Singh S/o Shri Rajendra Gurjar","SHRI DHARMENDRA SINGH S/O SHRI  RAJENDRA GURJAR","Delisted","EC",NA
"13117",2,"SIA/RJ/MIN/404557/2022","17633","Proposed Masonary Stone Mining Project Ref..No.-20221000057480, Area-2.00 Ha. Khasra No.-36,38 Near village-Aadampura, , Tehsil-Pachapdra District-Barmer","MUKESH CHOUDHARY","EC Granted","EC",NA
"13118",3,"SIA/RJ/MIN/255315/2022","16367","UDAIPUR KHURD GRANITE MINE (M.L. No. 43/2021 & Ref. No.-20211000040989)","SHRI HARSH GUPTA & CO. APPLICANT","EC Granted","EC",NA
"13119",4,"SIA/RJ/MIN/72041/2021","16364","Proposed Quartz, Feldspar & Granite Mining Project, M. L. No. 01/2021, Area - 2.9280 Ha., Located within the Cluster No. A6, having total Cluster Area - 81.2973 Ha. (22 Mining Lease & 1 Applied Lease) of Villages – Anoppura, Bhacheriya, Lalji Ka Khera, Bagha Ka Khera, Kotda, Saliya Ka Khera, Bilonki, Heera Khera & Bharat Singh Ka Gurha, Tehsil – Deogarh, District – Rajsamand (Rajasthan) by M/s. Composite Granites LLP (Applied Lessee)","COMPOSITE GRANITES LLP","EC Granted","EC",NA
"13120",5,"SIA/RJ/MIN/255847/2022","16393","Existing M.L. No.-65/2006 over an Area – 1.0 Hectare at Near Village-Chhar Boreli, Tehsil–Baseri, District – Dholpur (Rajasthan) by Sh.Dharmendra Singh S/o Ompal Singh Production capacity 70050 TPA (ROM) {Saleable Mineral- 63045 TPA & Waste- 7005 TPA","DHARMENDRA SINGH","EC Granted","EC",NA
"13121",6,"SIA/RJ/MIN/256043/2022","","Existing Masonry stone mining lease (M.L. No. 87/1997, Area- 1.0 ha) Khasra No 328,330 located at village- Banethi, Tehsil- Kotputli, District- Jaipur (Raj)","GALAXY INFRA","Pending at PP due to eds","EC",NA
"13122",4,"SIA/RJ/MIN/244903/2021","16101","“China Clay( Minor Mineral) Mining Project” [M.L.No.-25/2019( Ref. No.-2019100004811),Area –1.0007Ha.]with Production capacity 50187.5 TPA (ROM) {Saleable-45168.75 TPA& Waste-5018.75TPA} at N/v- Firozpura Charna, Tehsil-Mundwa& District- Nagaur (Raj.","SH. PRAKASH CHOUDHARY","EC Granted","EC",NA
"13123",5,"SIA/RJ/MIN/70041/2018","16305","Devla Jakham-II Soapstone Mine (M.L. No. 03/92)","ASSOCIATED SOAPSTONE DISTRIBUTING CO PVT LTD","EC Granted","EC",NA
"13124",6,"SIA/RJ/MIN/244674/2021","16181","“Quartz, Feldspar and Masonary Stone Mining Project, M.L. No. 08/2021”","LAKSHYA SHEKHAWAT","EC Granted","EC",NA
"13125",3,"SIA/RJ/MIN/190948/2021","14764","“Masonry Stone (Minor Mineral) Mining Project”, [Reference No.-20201000016224] at Near Village-Paldi, Tehsil– Sumerpur, District – Pali (Rajasthan) over an area of 1.0116 Hectare with proposed Production Capacity of 75062.5 TPA (ROM) by Sh. Galba Ram","SH. GALBA RAM","EC Granted - Processed offline","EC",NA
"13126",7,"SIA/RJ/MIN/93184/2019","","Rajpura Granite Stone Plot No.-21","GYARASI LAL","Delisted","EC",NA
"13127",10,"SIA/RJ/MIN/197603/2021","15081","Soapstone & Pyrophyllite Mining Project, M.L. No. 22/195","M/S PAREEK AGENCY","EC Granted","EC",NA
"13128",4,"SIA/RJ/MIN/172424/2020","","Sandstone Mining Project Rf. No.- 20191000014379, Area – 1.8770 Ha. located n/v-Badli, Tehsil-Jodhpur, District-Jodhpur, Rajasthan of Smt. Narbada Kachhawaha.","NARBADA KACHHAWAHA","Delisted","EC",NA
"13129",5,"SIA/RJ/MIN/63879/2018","15448","Khanmin Soapstone Mine","M/S KHAITAN INDUSTRIES","EC Granted","EC",NA
"13130",7,"SIA/RJ/MIN/147975/2020","13807","Environmental Clearance for Sandstone Mining Project (Q.L. Area 1.4899 ha and Ref. No. 20191000014658) with production capacity of 142600 TPA (ROM) located Near Village Badli, Tehsil & Distt- Jodhpur","SH. JETHU SINGH GEHLOT","EC Granted - Processed offline","EC",NA
"13131",7,"SIA/RJ/MIN/255884/2022","16155","Granite (Minor Mineral) Mining Project”, Ref. No. 20211000045478, Area-1.7038 ha. located at N/v: Parakhiya, Tehsil- Sumerpur, District- Pali (Rajasthan) by M/s Ruchika Granite.","RUCHIKA GRANITE","EC Granted","EC",NA
"13132",6,"SIA/RJ/MIN/40567/2016","","Dundapura Sandstone Mine (Minor Mineral), M.L. No. 39/2000","VISHAN LAL","Under examination of SEIAA - Processed offline","EC",NA
"13133",7,"SIA/RJ/MIN/42741/2016","","QL NO. 2155 KERU SANDSTONE","UDAIPUR MIN TECH  PVT  LTD","Under examination of SEIAA - Processed offline","EC",NA
"13134",2,"SIA/RJ/MIN/35227/2015","","Proposed Masonry Stone Mining Project, ML No. 21/2010, Product Capacity: 67190 TPA, Near Village: Kochariya, Tehsil & District: Bhilwara(Raj)","KUSUM G NARAYAN","Under examination of SEIAA - Processed offline","EC",NA
"13135",3,"SIA/RJ/MIN/133905/2019","13334","DINESH KUMAR [BAJRI MINING PROJECT, REF. NO. 20191000013318]","DINESH KUMAR","EC Granted - Processed offline","EC",NA
"13136",4,"SIA/RJ/IND2/50055/2019","434","National Colour Company","NATIONAL COLOUR COMPANY","EC Granted - Processed offline","EC",NA
"13137",10,"SIA/RJ/MIN/236824/2021","16243","Golasani  Sand Stone QL Mining Project  Ref No 20211000032053","SHRI JAYSINGH BHATI","EC Granted","EC",NA
"13138",10,"SIA/RJ/MIN/53018/2016","","FELDSPAR QUARTZ MINES NEAR VILLAGE KESHARPURA TEHSIL AND DISTT. BHILWARA M.L. NO. 91/2003","GANPATI MINERAL","Under examination of SEIAA - Processed offline","EC",NA
"13139",5,"SIA/RJ/MIN/48222/2016","","LIMESTONE (FLOORING) MINING PROJECT (ML No-36/2007)","SHRI MOOL SINGH","Under examination of SEIAA - Processed offline","EC",NA
"13140",6,"SIA/RJ/MIN/57538/2016","","Calcite Mining Project, M.L. No. 146/2004, ML Area 4.0 ha. at Near Village: Nanagwas Tehsil: Neem Ka Thana, District: Sikar (Rajasthan)","MRS BINDU KANWAR","Under examination of SEIAA - Processed offline","EC",NA
"13141",7,"SIA/RJ/MIN/37967/2016","","Masonary Stone Mining Project","LALA RAM","Under examination of SEIAA - Processed offline","EC",NA
"13142",8,"SIA/RJ/MIN/37968/2016","","Bhopalgarh China Clay & Yellow Ocher Deposit mining Project (ML. No. 09/09) Area 4.95 Hect.","SHRI JEEWAN KUMAR ASAWA","TransferToDEIAA","EC",NA
"13143",8,"SIA/RJ/MIN/35464/2015","","Mungaria Granite Mining Project","SMT MAMTA KANWAR","Under examination of SEIAA - Processed offline","EC",NA
"13144",9,"SIA/RJ/MIN/56261/2016","","QL NO 2296 BHOMIYA JI KA THAN SAND STONE MINING PROJECT","SMT MANJU RATHI","Under examination of SEIAA - Processed offline","EC",NA
"13145",10,"SIA/RJ/MIN/56271/2016","","OF
SANDSTONE MINING PROJECT (QL No 699)
(Somanda Quarry Boundary)","SHRI ANOPARAM","Under examination of SEIAA - Processed offline","EC",NA
"13146",6,"SIA/RJ/MIN/156784/2020","13906","Masonry Stone Mining Project (M.L. Area 1.0 ha and                 Plot No-37) with production capacity of 1,49,500 TPA ( ROM) located Near Village Dhanwara, Tehsil – Khumher, Distt- Bharatpur (Rajast","SH. MANOJ KUMAR LAWANIYA","EC Granted - Processed offline","EC",NA
"13147",7,"SIA/RJ/MIN/171867/2020","14305","Masonary Stone Mineral Project","SHRI PURKHA RAM JAT","EC Granted - Processed offline","EC",NA
"13148",10,"SIA/RJ/MIN/202862/2021","15136","INDOLI GRANITE MINE (REF. NO. 20201000030707)","SHRI RAJENDRA  S/O SHRI SITA RAM","EC Granted - Processed offline","EC",NA
"13149",1,"SIA/RJ/MIN/42385/2019","12501","Mandahu Gypsum Permit Area Ref No 2018161323.","SHRI AAMB SINGH","EC Granted - Processed offline","EC",NA
"13150",2,"SIA/RJ/MIN/198027/2021","15158","Environmental Clearance for “Bajri, kankar, Ball Clay, Silica Sand, Gravel & Murrum Mining Project” (ML Area-3.9897 ha. and Ref No.-20201000018738) with production capacity of 4,24,750 TPA (ROM) located at N/v-Samorkhi, Tehsil-Kolayat, Distt.-Bikaner","SH. SHOBHIT DAGA S/O SH. RAJ KUMAR DAGA","Delisted","EC",NA
"13151",6,"SIA/RJ/MIN/60911/2019","15182","Annopura Granite Mining Project by Jethalya Granite","JETHALIYA GRANITE","EC Granted - Processed offline","EC",NA
"13152",7,"SIA/RJ/MIN/36778/2015","","Mandawara Quartz & Feldspar Mining Project (ML No. 366/2011)","BHAIRAV NATH MINERALS","TransferToDEIAA","EC",NA
"13153",10,"SIA/RJ/MIN/49230/2016","","MASONRY STONE MINING PROJECT (ML No-33/2014)","SHRI OMPRAKASH RANWA","Under examination of SEIAA - Processed offline","EC",NA
"13154",2,"SIA/RJ/MIN/40435/2016","","QL NO. 11-A MORBHAKARI SANDSTONE OF SH. SATYA NARAYAN","UDAIPUR MIN TECH  PVT  LTD","Under examination of SEIAA - Processed offline","EC",NA
"13155",3,"SIA/RJ/MIN/55040/2016","","masonary stone mine, ML No. 332/10","LAXMI DEVU","Under examination of SEIAA - Processed offline","EC",NA
"13156",4,"SIA/RJ/MIN/47944/2016","","QL NO. 2204 KERU SANDSTONE","UDAIPUR MIN TECH  PVT  LTD","Under examination of SEIAA - Processed offline","EC",NA
"13157",1,"SIA/RJ/IND2/60494/2019","541","Integrated Distillery of Hindustan Spirits Limited (expansion project) located at Village Paniyala, Tehsil- Kotputli, District-Jaipur (Rajasthan)","HINDUSTAN SPIRITS LIMITED","EC Granted - Processed offline","EC",NA
"13158",2,"SIA/RJ/MIN/196322/2021","","Transfer & Expansion in Production capacity in earlier granted Environment Clearance for Quartz & Feldspar (Minor Mineral) due to inclusion of Mineral Granite From 32158 TPA Quartz & Feldspar to 294011.5 TPA (ROM) Quartz, Feldspar & Granite {Saleable","M/S SHREE RAM GARNITES","Delisted","EC",NA
"13159",4,"SIA/RJ/MIN/143387/2020","13855","Shri Mahesh Kumar Mourya","MAHESH KUMAR MOURYA","EC Granted - Processed offline","EC",NA
"13160",5,"SIA/RJ/MIN/41125/2019","12369","Shri Ram Niwas Chaudhary, Kayampura Marble (Khanda) Mining Project (M.L. NO.-23/1999)","SHRI RAM NIWAS CHAUDHARY","EC Granted - Processed offline","EC",NA
"13161",10,"SIA/RJ/MIN/255966/2022","17545","Existing Masonry stone Mining lease (M.L. No. 86/1997, Area- 1.0 ha) Khasra No. 324 located at village- Banethi, Tehsil- Kotputli, District- Jaipur (Raj)","GALAXY INFRA","Delisted","EC",NA
"13162",4,"SIA/RJ/MIN/211418/2021","15585","Environmental Clearance for China Clay Mining Project (ML Area-1.0080 ha and Ref No.-20211000032553) with production capacity of 1,05,635 TPA (ROM) located at Near Village- Tangli, Tehsil-Jayal, District-Nagaur, (Rajasthan) by Shri Ramdev S/o Shri Su","SHRI RAMDEV S/O SHRI SUKHARAM","EC Granted","EC",NA
"13163",5,"SIA/RJ/MIN/169254/2020","14229","Shri Maksood Ulhasan Masonry Stone Mining Project, M.L. NO.- 94/2003, Area- 1.0 Ha., N/v- Nangal, Tehsil- Pahadi & District- Bharatpur, Raj.","SHRI MAKSOOD ULHASAN S/O SHRI MOHAMMAD ISRILE KHAN","Delisted","EC",NA
"13164",6,"SIA/RJ/MIN/159036/2020","14064","Proposed Masonry Stone Mining Project; (Plot No.:- 2, Area: 1.0767 Hect. (Non -Forest); With Production Capacity: 2,10,210 TPA(ROM) Near Village: Pachlangi, Tehsil: Udaipurwati, District: Jhunjhunu (R","DIVYA CONSTRUCTION","EC Granted - Processed offline","EC",NA
"13165",7,"SIA/RJ/MIN/160692/2020","13989","PUROHITON KA SANWATA CHINA CLAY & MASONARY STONE MINING PROJECT","M/S J.P. FURNITURES","EC Granted - Processed offline","EC",NA
"13166",8,"SIA/RJ/MIN/156402/2020","13920","Masonry Stone Mining Project (ML Area 1.00 ha and ML No. 274/05) with production capacity of 2,70,000 TPA located Near Village Dhani Bukari Tan Papurna, Tehsil – Khetri, District -  Jhunjhunu (Raj.) b","SH. BHUPENDRA SINGH","Delisted","EC",NA
"13167",10,"SIA/RJ/MIN/145612/2020","13799","M/s Inani Granites India Pvt. Ltd, Juniya Granite Mining Project (M.L No. 40/2019)","M/S INANI GRANITES INDIA PVT. LTD","EC Granted - Processed offline","EC",NA
"13168",9,"SIA/RJ/MIN/241308/2021","15912","Suradiya Quartz & Feldspar Applied ML Area,  M.L. No. 09/2020, Ref. NO.: 20201000022666","SURDIYA QUARTZ & FELDSPAR (BLOCKABLE) MINE ML AREA (M.L. NO.: 09/2020","EC Granted","EC",NA
"13169",10,"SIA/RJ/MIN/154852/2020","","Masonry Stone Mining Project (ML Area 1.0  ha and M.L. NO. – 203/91) with production capacity of 2,00,000 TPA ( ROM) located Near Village – Asada, Tehsil – Pachpadra & District- Barmer, (Rajasthan)  b","SH. MANOHAR SINGH","Delisted","EC",NA
"13170",10,"SIA/RJ/MIN/56020/2016","","QL NO 47 BHALU B SAND STONE MINING PROJECT","SMT KIRAN DEVI JI","Under examination of SEIAA - Processed offline","EC",NA
"13171",1,"SIA/RJ/MIN/40551/2016","","KAKRALA MASONRY STONE MINE” (ML No.: 812/2006) of SH. SHARIF KHAN S/o- SH. USMAN KHAN R/o- TYRA, TEHSIL - KAMA, DISST. - BHARTPUR (RAJ)","GEO PLANET SOLUTIONS","Under examination of SEIAA - Processed offline","EC",NA
"13172",2,"SIA/RJ/MIN/40554/2016","","Malunga Masonry Stone Mine","SHOBHA DEVI","Under examination of SEIAA - Processed offline","EC",NA
"13173",3,"SIA/RJ/MIN/40775/2016","","KACHRIYA KHEDI-C LIMESTONE Q.L. AERA (PLOT NO.-29)","BHERU LAL","Under examination of SEIAA - Processed offline","EC",NA
"13174",7,"SIA/RJ/MIN/79208/2021","17438","“Ball Clay Mining Project, (Plot No.- 45)”","M/S HINDUSTAN MINECHEM","EC Granted","EC",NA
"13175",10,"SIA/RJ/MIN/256336/2022","16214","“China Clay & Silica Sand (Minor Mineral) Mining Project” (Ref. no. 20211000048731, Area-1.0537Ha.) with Production capacity - 86575TPA (ROM) {Saleable Mineral of China Clay-44617.5TPA,Saleable Mineral of Silica Sand-25900TPA&Waste-16057.5TPA}  locat","PREMA BENDA","EC Granted","EC",NA
"13176",3,"SIA/RJ/MIS/186494/2020","530","Installation of Passenger Ropeway system between Annapurana Temple Khole Ke Hanuman Ji to Mata Vaishnav Devi Temple on Hilltop, Jaipur, Rajasthan","ROK INNOVATON PVT LTD","EC Granted - Processed offline","EC",NA
"13177",4,"SIA/RJ/MIN/192965/2021","","Sand Stone Mining Project, Reference No.20181000012804","GULABI","Delisted","EC",NA
"13178",5,"SIA/RJ/MIN/198927/2021","15090","Environmental Clearance for Expansion in Production of Marble & Masonary Mining Project (ML Area-4.00 ha. and M.L. No.- 368/2006) from 4,26,110 TPA (76,700 TPA-Marble & 3,49,410 TPA Masonary) to 5,00,136 TPA (81,022 TPA-Marble & 3,49,410 TPA-Masonary","M/S. MGM STONE AGGREGATES PVT. LTD.","EC Granted - Processed offline","EC",NA
"13179",6,"SIA/RJ/MIN/198952/2021","15036","M/S Shree Balaji Granites Mines","M/S SHREE SALASAR BALAJI GRANITES MINES","EC Granted - Processed offline","EC",NA
"13180",7,"SIA/RJ/MIN/36583/2015","","UMAR MARBLE MINE","SHRI ANAND MARBLES PARTNER RAMGOPAL MEENA","Under examination of SEIAA - Processed offline","EC",NA
"13181",9,"SIA/RJ/MIN/56724/2016","","QL NO 371 SHRI DHANNA RAM KHUMAN SAND STONE MINING PROJECT","KP CONSULTANTS","Under examination of SEIAA - Processed offline","EC",NA
"13182",2,"SIA/RJ/MIN/257523/2022","17413","“Sandstone Mining Project, Ref. No. 20201000030939” having mine lease area 1.0128 hectare (Private Land) located at Khasra No. 23/2, 24/2 near Village: Barli, Tehsil: Jodhpur, District: Jodhpur (Rajasthan).","MOOL RAJPUROHIT","EC Granted","EC",NA
"13183",3,"SIA/RJ/MIN/257816/2022","16474","“Granite (Minor Mineral) Mining Project” (ML. no. 72/2021, Area-1.6391Ha.) with Production capacity - 260719TPA (ROM) {Saleable Mineral-143396TPA & Waste-117323TPA} located Near village – Bhurwara, Tehsil– Deogarh, District– Rajsamand (Rajasthan) by","SOHAN GURJAR","EC Granted","EC",NA
