Sl_No,Proposal,FormType
9276,SIA/MH/MIN/162400/2020,Form-2
9277,SIA/MH/MIN/171784/2020,Form-2
9278,SIA/MH/MIN/141202/2020,Form-2
9279,SIA/MH/MIS/220241/2021,Form-1
9280,SIA/MH/IND2/64585/2020,Form-2
9281,SIA/MH/MIN/190222/2020,Form-2
9282,SIA/MH/MIN/145214/2020,Form-2
9283,SIA/MH/MIN/145257/2020,Form-2
9284,SIA/MH/MIS/51669/2019,Form-2
9285,SIA/MH/MIN/230398/2021,Form-2
9286,SIA/MH/NCP/64550/2017,Missing
9287,SIA/MH/MIN/42982/2019,Form-2
9288,SIA/MH/MIN/30524/2015,Missing
9289,SIA/MH/MIN/30535/2015,Missing
9290,SIA/MH/MIN/30552/2015,Missing
9291,SIA/MH/MIS/58412/2020,Form-2
9292,SIA/MH/MIN/212014/2021,Form-2
9293,SIA/MH/MIN/212233/2021,Form-2
9294,SIA/MH/MIS/212791/2021,Form-1
9295,SIA/MH/MIN/190473/2020,Form-2
9296,SIA/MH/MIN/190620/2020,Form-2
9297,SIA/MH/MIS/227712/2021,Form-1
9298,SIA/MH/MIS/185925/2020,Form-1
9299,SIA/MH/MIN/181702/2020,Form-2
9300,SIA/MH/MIN/162458/2020,Form-2
9301,SIA/MH/IND2/176954/2020,Form-1
9302,SIA/MH/MIS/178114/2020,Form-1
9303,SIA/MH/MIS/214346/2021,Form-1
9304,SIA/MH/MIN/42240/2016,Missing
9305,SIA/MH/MIN/161155/2020,Form-2
9306,SIA/MH/MIN/162152/2020,Form-2
9307,SIA/MH/MIS/204227/2021,Form-1
9308,SIA/MH/NCP/30156/2015,Missing
9309,SIA/MH/NCP/30878/2015,Missing
9310,SIA/MH/NCP/32661/2015,Missing
9311,SIA/MH/MIN/46228/2019,Form-2
9312,SIA/MH/MIN/173056/2020,Form-2
9313,SIA/MH/MIN/173159/2020,Form-2
9314,SIA/MH/MIN/31129/2015,Missing
9315,SIA/MH/NCP/75441/2018,Missing
9316,SIA/MH/IND2/31752/2015,Missing
9317,SIA/MH/NCP/60310/2016,Missing
9318,SIA/MH/NCP/60384/2016,Missing
9319,SIA/MH/MIN/180711/2020,Form-2
9320,SIA/MH/MIN/91352/2019,Missing
9321,SIA/MH/MIS/140785/2020,Form-1
9322,SIA/MH/MIS/156301/2020,Form-1
9323,SIA/MH/MIN/161488/2020,Form-2
9324,SIA/MH/MIN/175317/2020,Form-2
9325,SIA/MH/MIS/117524/2019,Form-1
9326,SIA/MH/MIN/157217/2020,Form-2
9327,SIA/MH/MIN/31022/2015,Missing
9328,SIA/MH/MIN/31033/2015,Missing
9329,SIA/MH/MIN/94083/2019,Missing
9330,SIA/MH/MIN/227192/2021,Form-2
9331,SIA/MH/MIS/125528/2019,Form-1
9332,SIA/MH/MIN/168780/2020,Form-2
9333,SIA/MH/NCP/59993/2016,Missing
9334,SIA/MH/NCP/61013/2016,Missing
9335,SIA/MH/MIN/193912/2021,Form-2
9336,SIA/MH/MIN/182848/2020,Form-2
9337,SIA/MH/MIN/202963/2021,Form-2
9338,SIA/MH/MIN/239519/2021,Form-2
9339,SIA/MH/MIN/138305/2020,Form-2
9340,SIA/MH/MIS/103582/2019,Form-1
9341,SIA/MH/MIS/31608/2015,Missing
9342,SIA/MH/IND2/222598/2021,Form-1
9343,SIA/MH/MIS/216466/2021,Form-1
9344,SIA/MH/MIN/189468/2020,Form-2
9345,SIA/MH/MIN/183852/2020,Form-2
9346,SIA/MH/IND/234957/2021,Form-2
9347,SIA/MH/MIS/235019/2021,Form-1
9348,SIA/MH/MIN/32610/2015,Missing
9349,SIA/MH/NCP/72664/2018,Missing
9350,SIA/MH/MIS/217731/2021,Form-1
9351,SIA/MH/MIN/65973/2020,Form-2
9352,SIA/MH/MIS/222963/2021,Form-1
9353,SIA/MH/MIN/32604/2015,Missing
9354,SIA/MH/MIN/152841/2020,Form-2
9355,SIA/MH/MIN/158246/2020,Form-2
9356,SIA/MH/MIS/219508/2021,Form-1
9357,SIA/MH/MIN/94771/2019,Missing
9358,SIA/MH/NCP/80006/2018,Missing
9359,SIA/MH/MIS/262476/2022,Form-1
9360,SIA/MH/MIS/262534/2022,Form-1
9361,SIA/MH/MIN/157543/2020,Form-2
9362,SIA/MH/MIN/31866/2015,Missing
9363,SIA/MH/NCP/31868/2015,Missing
9364,SIA/MH/MIN/31888/2015,Missing
9365,SIA/MH/MIS/58988/2018,Form-2
9366,SIA/MH/NCP/32312/2015,Missing
9367,SIA/MH/MIS/215352/2021,Form-1
9368,SIA/MH/MIN/161787/2020,Form-2
9369,SIA/MH/MIN/141572/2020,Form-2
9370,SIA/MH/MIS/62940/2021,Form-2
9371,SIA/MH/MIS/220967/2021,Form-1
9372,SIA/MH/IND2/63922/2020,Form-2
9373,SIA/MH/MIN/161950/2020,Form-2
9374,SIA/MH/MIN/32608/2015,Missing
9375,SIA/MH/NCP/49715/2016,Missing
9376,SIA/MH/MIS/262817/2022,Form-1
9377,SIA/MH/MIN/40733/2016,Missing
9378,SIA/MH/MIN/40742/2016,Missing
9379,SIA/MH/IND2/19661/2016,Missing
9380,SIA/MH/NCP/65711/2017,Missing
9381,SIA/MH/MIS/202798/2021,Form-1
9382,SIA/MH/MIS/118156/2019,Form-1
9383,SIA/MH/MIS/150412/2020,Form-1
9384,SIA/MH/MIN/93803/2019,Missing
9385,SIA/MH/MIN/230713/2021,Form-2
9386,SIA/MH/MIS/58050/2020,Form-2
9387,SIA/MH/IND2/27779/2017,Missing
9388,SIA/MH/MIN/162173/2020,Form-2
9389,SIA/MH/MIN/162265/2020,Form-2
9390,SIA/MH/MIS/54477/2020,Form-2
9391,SIA/MH/MIN/218127/2021,Form-2
9392,SIA/MH/MIS/215314/2021,Form-1
9393,SIA/MH/MIN/155334/2020,Form-2
9394,SIA/MH/MIN/163632/2020,Form-2
9395,SIA/MH/MIN/179341/2020,Form-2
9396,SIA/MH/MIS/181418/2020,Form-1
9397,SIA/MH/NCP/60040/2016,Missing
9398,SIA/MH/IND2/56386/2020,Form-2
9399,SIA/MH/MIN/32475/2015,Missing
9400,SIA/MH/NCP/31103/2015,Missing
9401,SIA/MH/MIN/31137/2015,Missing
9402,SIA/MH/IND/2434/2015,Missing
9403,SIA/MH/MIN/31320/2015,Missing
9404,SIA/MH/MIN/31365/2015,Missing
9405,SIA/MH/NCP/53048/2016,Missing
9406,SIA/MH/MIN/162974/2020,Form-2
9407,SIA/MH/MIS/33967/2015,Missing
9408,SIA/MH/MIS/53068/2020,Form-2
9409,SIA/MH/MIS/136796/2020,Form-1
9410,SIA/MH/NCP/43005/2016,Missing
9411,SIA/MH/MIN/48015/2016,Missing
9412,SIA/MH/MIS/134425/2019,Form-1
9413,SIA/MH/MIS/117108/2019,Form-1
9414,SIA/MH/MIN/31150/2015,Missing
9415,SIA/MH/NCP/32659/2015,Missing
9416,SIA/MH/MIN/78930/2018,Missing
9417,SIA/MH/NCP/78964/2018,Missing
9418,SIA/MH/NCP/65958/2017,Missing
9419,SIA/MH/MIN/38076/2016,Missing
9420,SIA/MH/MIN/169810/2020,Form-2
9421,SIA/MH/MIN/37973/2016,Missing
9422,SIA/MH/MIN/90545/2019,Missing
9423,SIA/MH/NCP/52626/2016,Missing
9424,SIA/MH/NCP/61246/2016,Missing
9425,SIA/MH/MIN/41477/2016,Missing
9426,SIA/MH/NCP/59266/2016,Missing
9427,SIA/MH/NCP/64275/2017,Missing
9428,SIA/MH/NCP/64410/2017,Missing
9429,SIA/MH/MIN/19305/2015,Missing
9430,SIA/MH/NCP/25716/2018,Missing
9431,SIA/MH/NCP/56398/2016,Missing
9432,SIA/MH/MIN/157722/2020,Form-2
9433,SIA/MH/MIN/125459/2019,Form-2
9434,SIA/MH/MIN/41467/2016,Missing
9435,SIA/MH/MIS/146120/2020,Form-1
9436,SIA/MH/NCP/31639/2015,Missing
9437,SIA/MH/NCP/30141/2015,Missing
9438,SIA/MH/NCP/58759/2016,Missing
9439,SIA/MH/MIN/41892/2016,Missing
9440,SIA/MH/MIS/218312/2021,Form-1
9441,SIA/MH/MIS/206667/2021,Form-1
9442,SIA/MH/MIN/32630/2015,Missing
9443,SIA/MH/MIS/227703/2021,Form-1
9444,SIA/MH/MIS/237928/2021,Form-1
9445,SIA/MH/MIS/238000/2021,Form-1
9446,SIA/MH/MIN/155440/2020,Form-2
9447,SIA/MH/MIN/162696/2020,Form-2
9448,SIA/MH/MIN/191444/2021,Form-2
9449,SIA/MH/IND2/44150/2019,Form-2
9450,SIA/MH/MIN/229172/2021,Form-2
9451,SIA/MH/MIN/30765/2015,Missing
9452,SIA/MH/MIN/30874/2015,Missing
9453,SIA/MH/MIN/40747/2016,Missing
9454,SIA/MH/MIN/155202/2020,Form-2
9455,SIA/MH/MIS/42349/2015,Form-2
9456,SIA/MH/IND2/45329/2019,Form-2
9457,SIA/MH/MIS/194677/2021,Form-1
9458,SIA/MH/MIN/228086/2021,Form-2
9459,SIA/MH/MIS/159745/2020,Form-1
9460,SIA/MH/NCP/53510/2016,Missing
9461,SIA/MH/MIN/171489/2020,Form-2
9462,SIA/MH/NCP/50740/2016,Missing
9463,SIA/MH/NCP/34937/2015,Missing
9464,SIA/MH/MIS/115426/2019,Form-1
9465,SIA/MH/MIN/261383/2022,Form-2
9466,SIA/MH/MIN/261442/2022,Form-2
9467,SIA/MH/MIN/196350/2021,Form-2
9468,SIA/MH/MIN/196324/2021,Form-2
9469,SIA/MH/MIN/38155/2016,Missing
9470,SIA/MH/RIV/19488/2014,Missing
9471,SIA/MH/MIN/196729/2021,Form-2
9472,SIA/MH/MIN/41878/2016,Missing
9473,SIA/MH/NCP/41962/2016,Missing
9474,SIA/MH/MIS/66057/2019,Form-2
9475,SIA/MH/MIN/167528/2020,Form-2
9476,SIA/MH/MIS/143707/2020,Form-1
9477,SIA/MH/MIN/140237/2020,Form-2
9478,SIA/MH/MIN/156023/2020,Form-2
9479,SIA/MH/IND2/53700/2020,Form-2
9480,SIA/MH/MIN/41888/2016,Missing
9481,SIA/MH/MIN/190412/2020,Form-2
9482,SIA/MH/MIN/190487/2020,Form-2
9483,SIA/MH/MIN/190630/2020,Form-2
9484,SIA/MH/MIN/179088/2020,Form-2
9485,SIA/MH/MIN/179731/2020,Form-2
9486,SIA/MH/NCP/72346/2018,Missing
9487,SIA/MH/MIN/33556/2015,Missing
9488,SIA/MH/MIN/188962/2020,Form-2
9489,SIA/MH/MIS/228187/2021,Form-1
9490,SIA/MH/MIN/189307/2020,Form-2
9491,SIA/MH/MIS/234187/2021,Form-1
9492,SIA/MH/MIS/234209/2021,Form-1
9493,SIA/MH/MIS/149621/2020,Form-1
9494,SIA/MH/MIS/225937/2021,Form-1
9495,SIA/MH/NCP/65143/2017,Missing
9496,SIA/MH/MIS/115264/2019,Form-1
9497,SIA/MH/NCP/59880/2016,Missing
9498,SIA/MH/MIN/138989/2020,Form-2
9499,SIA/MH/MIS/139108/2020,Form-1
9500,SIA/MH/MIS/63559/2017,Missing
9501,SIA/MH/MIN/41884/2016,Missing
9502,SIA/MH/MIS/51351/2019,Form-2
9503,SIA/MH/MIS/210991/2021,Form-1
9504,SIA/MH/MIS/210996/2021,Form-1
9505,SIA/MH/MIS/211071/2021,Form-1
9506,SIA/MH/MIN/154808/2020,Form-2
9507,SIA/MH/MIN/173100/2020,Form-2
9508,SIA/MH/NCP/74720/2018,Missing
9509,SIA/MH/MIN/11173/2009,Missing
9510,SIA/MH/NCP/75646/2018,Missing
9511,SIA/MH/MIN/48710/2016,Missing
9512,SIA/MH/NCP/76016/2018,Missing
9513,SIA/MH/NCP/76042/2018,Missing
9514,SIA/MH/MIN/32725/2015,Missing
9515,SIA/MH/MIN/32733/2015,Missing
9516,SIA/MH/MIN/84295/2018,Missing
9517,SIA/MH/NCP/81179/2018,Missing
9518,SIA/MH/MIN/138920/2020,Form-2
9519,SIA/MH/MIS/145163/2020,Form-1
9520,SIA/MH/MIN/138968/2020,Form-2
9521,SIA/MH/MIS/154076/2020,Form-1
9522,SIA/MH/MIN/161621/2020,Form-2
9523,SIA/MH/MIN/161785/2020,Form-2
9524,SIA/MH/MIS/57992/2020,Missing
9525,SIA/MH/MIN/155355/2020,Form-2
9526,SIA/MH/MIN/125907/2019,Form-2
9527,SIA/MH/NCP/59776/2016,Missing
9528,SIA/MH/MIN/160957/2020,Form-2
9529,SIA/MH/MIN/152833/2020,Form-2
9530,SIA/MH/MIN/79015/2018,Missing
9531,SIA/MH/MIN/44691/2019,Form-2
9532,SIA/MH/MIN/44699/1900,Form-2
9533,SIA/MH/MIS/95929/2019,Form-2
9534,SIA/MH/MIS/218404/2021,Form-1
9535,SIA/MH/NCP/64145/2017,Missing
9536,SIA/MH/NCP/64173/2017,Missing
9537,SIA/MH/MIS/54076/2020,Missing
9538,SIA/MH/MIN/152828/2020,Form-2
9539,SIA/MH/MIN/94774/2019,Missing
9540,SIA/MH/MIS/120110/2019,Form-1
9541,SIA/MH/MIN/32728/2015,Missing
9542,SIA/MH/MIN/32904/2015,Missing
9543,SIA/MH/MIN/39107/2016,Missing
9544,SIA/MH/MIS/192890/2021,Form-2
9545,SIA/MH/NCP/49751/2016,Missing
9546,SIA/MH/MIN/182049/2020,Form-2
9547,SIA/MH/IND2/49495/2018,Form-2
9548,SIA/MH/MIN/190566/2020,Form-2
9549,SIA/MH/MIS/118986/2019,Form-1
9550,SIA/MH/MIS/225137/2021,Form-1
9551,SIA/MH/IND2/176771/2020,Form-1
9552,SIA/MH/MIN/41472/2016,Missing
9553,SIA/MH/MIN/89574/2018,Missing
9554,SIA/MH/NCP/79708/2018,Missing
9555,SIA/MH/NCP/61199/2016,Missing
9556,SIA/MH/NCP/61247/2016,Missing
9557,SIA/MH/NCP/73404/2018,Missing
9558,SIA/MH/MIN/48556/2016,Missing
9559,SIA/MH/MIS/224365/2021,Form-1
9560,SIA/MH/MIN/154843/2020,Form-2
9561,SIA/MH/MIN/154871/2020,Form-2
9562,SIA/MH/MIN/190241/2020,Form-2
9563,SIA/MH/NCP/58083/2016,Missing
9564,SIA/MH/MIN/58168/2016,Missing
9565,SIA/MH/MIS/137377/2020,Form-1
9566,SIA/MH/MIN/201936/2021,Form-2
9567,SIA/MH/MIN/154828/2020,Form-2
9568,SIA/MH/MIS/184857/2020,Form-1
9569,SIA/MH/MIN/182878/2020,Form-2
9570,SIA/MH/NCP/57997/2020,Missing
9571,SIA/MH/MIS/151285/2020,Form-1
9572,SIA/MH/MIN/38144/2016,Missing
9573,SIA/MH/MIS/188778/2020,Form-1
9574,SIA/MH/MIN/154521/2020,Form-2
9575,SIA/MH/MIS/156485/2020,Form-1
9576,SIA/MH/MIN/142485/2020,Form-2
9577,SIA/MH/MIS/135041/2020,Form-1
9578,SIA/MH/MIS/120640/2019,Form-1
9579,SIA/MH/MIN/154479/2020,Form-2
9580,SIA/MH/MIS/139684/2020,Form-1
9581,SIA/MH/NCP/53937/2016,Missing
9582,SIA/MH/NCP/61876/2017,Missing
9583,SIA/MH/MIN/125849/2019,Form-2
9584,SIA/MH/MIN/155345/2020,Form-2
9585,SIA/MH/MIS/145605/2020,Form-1
9586,SIA/MH/MIS/118755/2019,Form-1
9587,SIA/MH/MIN/198748/2021,Form-2
9588,SIA/MH/MIN/152881/2020,Form-2
9589,SIA/MH/MIN/48387/2016,Missing
9590,SIA/MH/MIS/227700/2021,Form-1
9591,SIA/MH/MIS/199289/2021,Form-1
9592,SIA/MH/NCP/76118/2018,Missing
9593,SIA/MH/MIS/40050/2016,Missing
9594,SIA/MH/NCP/86857/2018,Missing
9595,SIA/MH/MIN/87054/2018,Missing
9596,SIA/MH/MIN/179474/2020,Form-2
9597,SIA/MH/MIS/132713/2019,Form-1
9598,SIA/MH/MIS/134888/2020,Form-1
9599,SIA/MH/IND2/152804/2020,Form-1
9600,SIA/MH/NCP/58609/2016,Missing
9601,SIA/MH/MIS/214826/2021,Form-1
9602,SIA/MH/MIN/181369/2020,Form-2
9603,SIA/MH/MIN/30532/2015,Missing
9604,SIA/MH/NCP/59908/2016,Missing
9605,SIA/MH/MIS/151298/2020,Form-1
9606,SIA/MH/MIN/174164/2020,Form-2
9607,SIA/MH/MIS/59892/2020,Form-2
9608,SIA/MH/MIN/32590/2015,Missing
9609,SIA/MH/MIN/32591/2015,Missing
9610,SIA/MH/IND/3739/2015,Missing
9611,SIA/MH/MIN/262776/2022,Form-2
9612,SIA/MH/MIN/44189/2019,Form-2
9613,SIA/MH/MIN/166103/2020,Form-2
9614,SIA/MH/MIS/166110/2020,Form-1
9615,SIA/MH/MIN/195650/2021,Form-2
9616,SIA/MH/MIN/242314/2021,Form-2
9617,SIA/MH/MIN/242356/2021,Form-2
9618,SIA/MH/MIN/243412/2021,Form-2
9619,SIA/MH/MIS/177988/2020,Form-1
9620,SIA/MH/NCP/62522/2017,Missing
9621,SIA/MH/NCP/59648/2016,Missing
9622,SIA/MH/MIN/157925/2020,Form-2
9623,SIA/MH/MIN/222949/2021,Form-2
9624,SIA/MH/MIS/211183/2021,Form-1
9625,SIA/MH/MIN/200671/2021,Form-2
9626,SIA/MH/NCP/52804/2016,Missing
9627,SIA/MH/IND2/196158/2021,Form-1
9628,SIA/MH/MIN/200713/2021,Form-2
9629,SIA/MH/MIS/153213/2020,Form-1
9630,SIA/MH/MIN/203789/2021,Form-2
9631,SIA/MH/MIS/184628/2020,Form-1
9632,SIA/MH/NCP/59950/2016,Missing
9633,SIA/MH/MIN/190641/2020,Form-2
9634,SIA/MH/NCP/49234/2016,Missing
9635,SIA/MH/MIN/31871/2015,Missing
9636,SIA/MH/MIN/209665/2021,Form-2
9637,SIA/MH/MIN/234321/2021,Form-2
9638,SIA/MH/IND2/18333/2016,Missing
9639,SIA/MH/MIS/58054/2020,Missing
9640,SIA/MH/MIS/208163/2021,Form-1
9641,SIA/MH/NCP/74475/2018,Missing
9642,SIA/MH/MIS/212965/2021,Form-1
9643,SIA/MH/MIS/162832/2020,Form-1
9644,SIA/MH/MIS/96405/2019,Form-2
9645,SIA/MH/MIS/206392/2021,Form-1
9646,SIA/MH/MIN/198085/2021,Form-2
9647,SIA/MH/IND2/206970/2021,Form-1
9648,SIA/MH/MIS/261725/2022,Form-1
9649,SIA/MH/MIN/253274/2022,Form-2
9650,SIA/MH/MIN/256520/2022,Form-2
9651,SIA/MH/MIS/254645/2022,Form-1
9652,SIA/MH/MIN/170720/2020,Form-2
9653,SIA/MH/NCP/52125/2016,Missing
9654,SIA/MH/MIN/31537/2015,Missing
9655,SIA/MH/MIS/63239/2020,Form-2
9656,SIA/MH/MIS/211878/2021,Form-1
9657,SIA/MH/RIV/71708/2017,Form-2
9658,SIA/MH/MIS/213015/2021,Form-1
9659,SIA/MH/NCP/58941/2016,Missing
9660,SIA/MH/NCP/59943/2016,Missing
9661,SIA/MH/MIN/58169/2016,Missing
9662,SIA/MH/MIN/154346/2020,Form-2
9663,SIA/MH/MIN/162087/2020,Form-2
9664,SIA/MH/MIN/211450/2021,Form-2
9665,SIA/MH/MIN/152836/2020,Form-2
9666,SIA/MH/MIN/152837/2020,Form-2
9667,SIA/MH/NCP/74871/2018,Missing
9668,SIA/MH/MIN/166881/2020,Form-2
9669,SIA/MH/MIS/226213/2021,Form-1
9670,SIA/MH/MIS/245958/2021,Form-1
9671,SIA/MH/MIN/91491/2019,Missing
9672,SIA/MH/MIN/145173/2020,Form-2
9673,SIA/MH/MIS/192242/2021,Form-2
9674,SIA/MH/MIS/192375/2021,Form-1
9675,SIA/MH/MIN/237909/2021,Form-2
9676,SIA/MH/MIN/31001/2015,Missing
9677,SIA/MH/MIN/31014/2015,Missing
9678,SIA/MH/MIS/150687/2020,Form-1
9679,SIA/MH/IND2/168980/2020,Form-1
9680,SIA/MH/MIN/30586/2015,Missing
9681,SIA/MH/MIS/115200/2019,Form-1
9682,SIA/MH/MIN/195093/2021,Form-2
9683,SIA/MH/MIN/49500/2016,Missing
9684,SIA/MH/MIS/115457/2019,Form-1
9685,SIA/MH/MIS/152929/2020,Form-1
9686,SIA/MH/NCP/74444/2018,Missing
9687,SIA/MH/IND2/18330/2015,Missing
9688,SIA/MH/MIN/31132/2015,Missing
9689,SIA/MH/MIN/203635/2021,Form-2
9690,SIA/MH/MIN/40727/2016,Missing
9691,SIA/MH/MIN/31034/2015,Missing
9692,SIA/MH/MIN/32748/2015,Missing
9693,SIA/MH/MIN/32690/2015,Missing
9694,SIA/MH/MIN/141989/2020,Form-2
9695,SIA/MH/MIS/115415/2019,Form-1
9696,SIA/MH/MIN/171045/2020,Form-2
9697,SIA/MH/MIN/140618/2020,Form-2
9698,SIA/MH/MIN/179431/2020,Form-2
9699,SIA/MH/IND2/205381/2021,Form-1
9700,SIA/MH/MIN/89578/2018,Missing
9701,SIA/MH/NCP/58188/2016,Missing
9702,SIA/MH/MIN/148282/2020,Form-2
9703,SIA/MH/MIS/236477/2021,Form-1
9704,SIA/MH/MIN/32751/2015,Missing
9705,SIA/MH/MIN/32893/2015,Missing
9706,SIA/MH/MIN/163016/2020,Form-2
9707,SIA/MH/MIN/31850/2015,Missing
9708,SIA/MH/MIN/224192/2021,Form-2
9709,SIA/MH/MIN/41873/2019,Form-2
9710,SIA/MH/MIN/251192/2022,Form-2
9711,SIA/MH/MIN/250917/2022,Form-2
9712,SIA/MH/MIN/261037/2022,Form-2
9713,SIA/MH/MIS/73447/2022,Form-2
9714,SIA/MH/MIN/142556/2020,Form-2
9715,SIA/MH/MIN/163179/2020,Form-2
9716,SIA/MH/NCP/58062/2016,Missing
9717,SIA/MH/MIN/154646/2020,Form-2
9718,SIA/MH/IND/59422/2015,Form-2
9719,SIA/MH/MIN/155250/2020,Form-2
9720,SIA/MH/MIN/158671/2020,Form-2
9721,SIA/MH/MIN/238319/2021,Form-2
9722,SIA/MH/MIN/162022/2020,Form-2
9723,SIA/MH/MIN/162203/2020,Form-2
9724,SIA/MH/MIN/154044/2020,Form-2
9725,SIA/MH/NCP/59947/2016,Missing
9726,SIA/MH/NCP/60839/2016,Missing
9727,SIA/MH/MIN/244022/2021,Form-2
9728,SIA/MH/IND2/17124/2015,Missing
9729,SIA/MH/MIN/31832/2015,Missing
9730,SIA/MH/MIS/129844/2019,Form-1
9731,SIA/MH/MIS/152537/2020,Form-1
9732,SIA/MH/MIS/236228/2021,Form-1
9733,SIA/MH/MIS/238586/2021,Form-1
9734,SIA/MH/MIN/233609/2021,Form-2
9735,SIA/MH/IND2/145243/2020,Form-2
9736,SIA/MH/MIS/145846/2020,Form-1
9737,SIA/MH/MIN/31388/2015,Missing
9738,SIA/MH/MIN/31408/2015,Missing
9739,SIA/MH/MIN/31470/2015,Missing
9740,SIA/MH/MIN/169913/2020,Form-2
9741,SIA/MH/MIS/172694/2020,Form-1
9742,SIA/MH/MIN/94116/2019,Missing
9743,SIA/MH/MIN/162075/2020,Form-2
9744,SIA/MH/MIN/162281/2020,Form-2
9745,SIA/MH/NCP/48419/2016,Missing
9746,SIA/MH/MIS/51920/2016,Missing
9747,SIA/MH/NCP/64559/2017,Missing
9748,SIA/MH/IND2/17222/2014,Missing
9749,SIA/MH/IND2/163362/2020,Form-1
9750,SIA/MH/MIN/182876/2020,Form-2
9751,SIA/MH/NCP/58078/2020,Missing
9752,SIA/MH/NCP/67728/2017,Missing
9753,SIA/MH/MIN/161233/2020,Form-2
9754,SIA/MH/MIN/142604/2020,Form-2
9755,SIA/MH/MIS/145637/2020,Form-1
9756,SIA/MH/MIN/233590/2021,Form-2
9757,SIA/MH/MIN/233642/2021,Form-2
9758,SIA/MH/MIN/173041/2020,Form-2
9759,SIA/MH/MIN/161462/2020,Form-2
9760,SIA/MH/IND2/63445/2021,Form-2
9761,SIA/MH/NCP/76039/2018,Missing
9762,SIA/MH/NCP/62098/2017,Missing
9763,SIA/MH/NCP/62099/2017,Missing
9764,SIA/MH/MIN/91485/2019,Missing
9765,SIA/MH/NCP/63046/2017,Missing
9766,SIA/MH/MIS/220391/2021,Form-1
9767,SIA/MH/MIN/235057/2021,Form-2
9768,SIA/MH/MIS/127035/2019,Form-1
9769,SIA/MH/MIS/132788/2019,Form-1
9770,SIA/MH/MIS/132879/2019,Form-1
9771,SIA/MH/MIN/164028/2020,Form-2
9772,SIA/MH/MIN/77557/2018,Missing
9773,SIA/MH/MIN/33309/2015,Missing
9774,SIA/MH/MIN/210209/2021,Form-2
9775,SIA/MH/MIS/132298/2019,Form-1
9776,SIA/MH/MIN/155829/2020,Form-2
9777,SIA/MH/MIS/168677/2020,Form-1
9778,SIA/MH/IND3/64935/2021,Form-2
9779,SIA/MH/MIS/138141/2020,Form-1
9780,SIA/MH/MIN/139478/2020,Form-2
9781,SIA/MH/NCP/58055/2016,Missing
9782,SIA/MH/NCP/58098/2016,Missing
9783,SIA/MH/NCP/58119/2016,Missing
9784,SIA/MH/MIS/241441/2021,Form-1
9785,SIA/MH/MIN/200457/2021,Form-2
9786,SIA/MH/MIN/245767/2021,Form-2
9787,SIA/MH/MIN/242663/2021,Form-2
9788,SIA/MH/MIN/170983/2020,Form-2
9789,SIA/MH/MIS/209678/2021,Form-1
9790,SIA/MH/IND2/152005/2020,Form-1
9791,SIA/MH/NCP/60594/2016,Missing
9792,SIA/MH/IND2/20788/2016,Missing
9793,SIA/MH/MIN/163279/2020,Form-2
9794,SIA/MH/MIN/233188/2021,Form-2
9795,SIA/MH/MIN/243698/2021,Form-2
9796,SIA/MH/MIN/243707/2021,Form-2
9797,SIA/MH/MIS/148184/2020,Form-1
9798,SIA/MH/MIN/258615/2022,Form-2
9799,SIA/MH/IND2/55025/2018,Form-2
9800,SIA/MH/NCP/73127/2018,Missing
9801,SIA/MH/MIN/155235/2020,Form-2
9802,SIA/MH/MIN/30985/2015,Missing
9803,SIA/MH/MIN/197704/2021,Form-2
9804,SIA/MH/MIN/240474/2021,Form-2
9805,SIA/MH/MIN/244006/2021,Form-2
9806,SIA/MH/IND2/165101/2020,Form-1
9807,SIA/MH/MIN/234419/2021,Form-2
9808,SIA/MH/NCP/76038/2018,Missing
9809,SIA/MH/MIN/164070/2020,Form-2
9810,SIA/MH/MIN/154623/2020,Form-2
9811,SIA/MH/MIS/229509/2021,Form-1
9812,SIA/MH/MIN/238490/2021,Form-2
9813,SIA/MH/MIS/250007/2022,Form-1
9814,SIA/MH/MIN/249119/2021,Form-2
9815,SIA/MH/MIN/259059/2022,Form-2
9816,SIA/MH/MIS/145291/2020,Form-1
9817,SIA/MH/MIN/248604/2021,Form-2
9818,SIA/MH/MIS/247972/2021,Form-1
9819,SIA/MH/MIS/249915/2022,Form-1
9820,SIA/MH/MIS/220243/2021,Form-1
9821,SIA/MH/MIN/152883/2020,Form-2
9822,SIA/MH/MIN/240232/2021,Form-2
9823,SIA/MH/MIS/238814/2021,Form-1
9824,SIA/MH/MIS/211425/2021,Form-1
9825,SIA/MH/IND2/151852/2020,Form-1
9826,SIA/MH/MIS/148796/2020,Form-1
9827,SIA/MH/MIN/156357/2020,Form-2
9828,SIA/MH/IND2/207250/2021,Form-1
9829,SIA/MH/MIS/207447/2021,Form-1
9830,SIA/MH/MIN/236144/2021,Form-2
9831,SIA/MH/IND2/176877/2020,Form-1
9832,SIA/MH/NCP/53392/2016,Missing
9833,SIA/MH/MIS/140433/2020,Form-1
9834,SIA/MH/MIS/117485/2019,Form-1
9835,SIA/MH/IND2/192789/2021,Form-1
9836,SIA/MH/MIS/192843/2021,Form-1
9837,SIA/MH/MIS/217671/2021,Form-1
9838,SIA/MH/MIN/179457/2020,Form-2
9839,SIA/MH/MIS/112509/2019,Form-1
9840,SIA/MH/MIN/242683/2021,Form-2
9841,SIA/MH/MIS/210413/2021,Form-1
9842,SIA/MH/MIS/117873/2019,Form-1
